code;name;calories;protein;fat;carbo;fiber
DR005;Bakung, segar;27;2;0,2;4,2;3,8
DR006;Baligo, segar;15;0,4;0,2;3;0,4
DR007;Bawang bombay, segar;43;1,4;0,2;10,3;2
DR008;Bayam, segar;16;0,9;0,4;2,9;0,7
DR009;Bayam merah, segar;41;2,2;0,8;6,3;2,2
DR010;Bit, segar;41;1,6;0,1;9,6;2,6
DR011;Buah kelor;38;1,5;0,2;7,5;3,2
DR012;Buah merah;87;2,6;2,7;13,1;4
DR013;Buncis, segar;34;2,4;0,3;7,2;1,9
DR014;Bunga pepaya, segar;45;2,6;0,3;8,1;1,6
DR015;Bunga turi, segar;42;2;1,1;6,1;3,3
DR016;Caisin, segar;20;1,7;0,4;3,4;1,2
DR017;Daun bangun-bangun, segar;27;1,3;0,6;4;1
DR018;Daun bawang merah, segar;41;2;0,3;7,8;2,1
DR019;Daun bebuas, segar;41;2,7;1;7,3;2,1
DR020;Daun belem, segar;50;4,4;1,4;7,8;1,9
DR021;Daun bluntas, segar;44;1,8;0,5;9,4;-
DR022;Daun gandaria, segar;63;3,1;0,3;14;2,1
DR023;Daun gedi besar, segar;58;2,9;0,7;10;3,3
DR024;Daun gedi kecil, segar;61;3,2;0,7;10,4;3,4
DR025;Daun gelang, segar;30;1,3;0,7;5,8;1,3
DR026;Daun gunda bali, segar;50;4,6;0,9;7;1,4
DR027;Daun gunda serang, segar;62;4,2;0,9;9,2;1,3
DR028;Daun jambu mete muda, segar;78;4,6;0,5;16,2;3
DR029;Daun jampang, segar;34;3,8;0,5;5,3;1,4
DR030;Daun jawaw seluang, segar;93;5;1,3;15,3;3,9
DR031;Daun jonghe, segar;27;2,1;0,7;4,4;2
DR032;Daun kacang ma, segar;36;2,9;0,6;6,8;1,8
DR033;Daun kacang panjang, segar;30;3,1;0,3;5,8;1,7
DR034;Daun kasbi/singkong karet, segar;92;4;3,6;10,9;5,8
DR035;Daun katuk, segar;59;6,4;1;9,9;1,5
DR036;Daun kecipir, segar;52;5;0,5;8,5;-
DR037;Daun kedondong, segar;59;3,5;0,3;13,4;10,7
DR038;Daun kelor, segar;92;5,1;1,6;14,3;8,2
DR039;Daun kemangi, segar;43;5,5;0,3;7,5;8,4
DR040;Daun kenikir, segar;45;3,7;0,5;6,6;5,8
DR041;Daun kesum, segar;48;4,5;0,8;9,1;1,6
DR042;Daun kol sawi, segar;22;2,1;0,5;3,6;0,9
DR043;Daun koro, segar;23;3;0,3;3,7;-
DR044;Daun kubis, segar;51;2,5;1,1;8;3,4
DR045;Daun kumak, segar;14;1,3;0,3;2,3;0,9
DR046;Daun labu siam, segar;34;4;0,4;4,7;3,5
DR047;Daun labu waluh/kuning, segar;34;3,6;0,6;4,5;2,9
DR048;Daun lamtoro, segar;87;8,3;1,8;14,4;3,3
DR049;Daun leilem, segar;76;2,8;0,2;15,8;3,1
DR050;Daun leunca, segar;49;4,7;0,5;8,1;-
DR051;Daun lobak, segar;30;2,3;0,4;5,8;3,2
DR052;Daun lompong talas, segar;44;3;0,8;7,4;3,3
DR053;Daun mangkokan, segar;57;3,7;0,3;11,8;-
DR054;Daun matel ambon, segar;71;6,8;1,6;11,5;4,6
DR055;Daun melinjo, segar;104;5;1,3;21,3;10,3
DR056;Daun mengkudu, segar;65;4;1,7;11,4;3,9
DR057;Daun ndusuk, segar;166;1,7;0,5;38,8;10,7
DR058;Daun oyong, segar;22;1;0,1;5,3;2
DR059;Daun pakis, segar;39;4,5;0,4;6,9;2
DR060;Daun pakis longgiho, segar;54;2,2;3,6;3,1;2,1
DR061;Daun pakis wambateu, segar;53;3,4;1,2;7,2;4,8
DR062;Daun paku, segar;29;3,4;0,1;6,5;4,3
DR063;Daun pangi,segar;104;3,9;0,6;17,9;8,3
DR064;Daun pare, segar;49;2,7;1;8,4;3
DR065;Daun pepaya, segar;87;8;2;11,9;1,5
DR066;Daun pohpohan, segar;37;2,5;0,8;6,9;2,6
DR067;Daun selasih, segar;62;4;0,5;10,5;5,3
DR068;Daun semanggi, segar;45;4,4;0,5;8,5;1,9
DR069;Daun simpur, segar;53;3,2;2,5;7,6;1,6
DR070;Daun singkil, segar;68;2;1;15,2;3,3
DR071;Daun singkong, segar;50;6,2;1,1;7,1;2,4
DR072;Daun singkong ambon, segar;144;12,7;1,2;25,2;10,2
DR073;Daun singkong ampenan, segar;50;6,2;1,1;7,1;2,4
DR074;Daun singkong kopang, segar;74;6,3;0,7;10,7;4,6
DR075;Daun sintrong, segar;36;2,6;0,9;6,1;1,7
DR076;Daun talas, segar;59;3;0,4;13,5;3
DR077;Daun tespong, segar;70;2,9;0,3;13,9;2,3
DR078;Daun ubi kuning, segar;62;3,7;0,3;11,1;6,4
DR079;Daun ubi merah, segar;48;3;0,3;10,8;1,4
DR080;Daun ubi putih, segar;46;2,8;0,2;8,2;4,8
DR081;Daun ubi tinta, segar;55;1,7;0,1;11,9;7,6
DR082;Eceng, segar;19;1;0,2;3,8;1,8
DR083;Gambas (oyong), segar;19;0,8;0,2;4,1;1,3
DR084;Genjer, segar;35;1,7;0,2;7,7;2,5
DR085;Jagung muda / semi, segar;35;2,2;0,1;7,4;1,9
DR086;Jamur encik;296;9,4;1,1;62;-
DR087;Jamur kuping, kering;294;16;0,9;64,6;46,5
DR088;Jamur kuping, segar;21;3,8;0,6;0,9;5,1
DR089;Jamur merang, segar;30;3,5;0,2;4;2,4
DR090;Jamur tiram, segar;30;1,9;0,1;5,5;3,6
DR091;Jamur sagu;48;1,9;3,2;2,8;1
DR092;Jantung pisang, segar;32;1,2;0,3;7,1;3,2
DR093;Jengkol, segar;192;5,4;0,3;40,7;1,5
DR094;Jotang, segar;34;1,9;0,3;7,1;3,5
DR095;Kabau, segar;130;6,7;0,3;25,2;2,9
DR096;Kacang mekah, polong, segar;22;1,1;1;3,4;1,1
DR097;Kacang panjang, segar;31;2,3;0,1;5,3;2,7
DR098;Kacang ranti polong;37;3,1;0,2;7,9;2,5
DR099;Kalakai, segar;38;2,4;0,2;6,6;5,8
DR100;Kangkung, segar;28;3,4;0,7;3,9;2
DR101;Kangkung tondano;43;1,8;0,2;8,4;4,3
DR102;Kapri muda, segar;45;3,3;0,2;9;1,8
DR103;Karawila;25;2,3;0,2;3,5;2,1
DR104;Kecipir muda, segar;32;2,9;0,2;5,8;5,5
DR105;Kecombrang, segar;34;0,9;1;6,7;2,6
DR106;Kelawi,kluwih, segar;118;1,5;0,3;27,2;5
DR107;Kembang turi, segar;51;1,8;0,6;9,6;5
DR108;Kerokot, segar;26;1,7;0,4;3,8;1
DR109;Ketimun, segar;8;0,2;0,2;1,4;0,3
DR110;Ketimun krai, segar;10;0,5;0,2;2;0,6
DR111;Ketimun madura, segar;9;0,5;0,1;1,9;0,7
DR112;Komak, segar;99;3,3;0,1;21,2;10,3
DR113;Kembang Kol;25;2,4;0,2;4,9;1,6
DR114;Kol merah, kol putih;29;1,4;0,2;5,3;1,9
DR115;Koro kerupuk, polong;128;8,3;0,7;22,1;-
DR116;Koro wedus, polong;46;3;0,3;7,9;3,3
DR117;Kucai, segar;45;2,2;0,3;10,3;4,8
DR118;Kucai muda (Lokio), segar;42;3,8;0,6;7,8;4,9
DR119;Kulit melinjo;111;4,5;1,1;20,7;5
DR120;Kundur, segar;22;0,4;0,2;4,7;1,3
DR121;Labu air, segar;19;0,6;0,2;3,8;0,6
DR122;Labu kuning, segar;51;1,7;0,5;10;2,7
DR123;Labu siam, segar;30;0,6;0,1;6,7;6,2
DR124;Labu waluh, segar;32;1,1;0,1;6,6;0,5
DR125;Lantar, segar;34;2,2;0,3;5,5;2,9
DR126;Lobak, segar;21;0,9;0,1;4,2;1,4
DR127;Lumai/Leunca, segar;38;1,1;0,3;7,6;2
DR128;Melinjo, segar;66;5;0,7;13,3;-
DR129;Mostarda metan - sawi hijau;33;2,3;0,5;4,7;1,8
DR130;Nangka muda, segar;57;2;0,4;11,3;8,3
DR131;Paria putih, segar;19;1;0,4;3,6;1,3
DR132;Pepare ular, segar;19;0,6;0,1;3,9;1
DR133;Pepaya muda, segar;29;2,1;0,1;4,9;2,1
DR134;Petai, segar;92;5,4;1,1;15,2;2
DR135;Peterseli, segar;53;3,7;1;9;-
DR136;Pucuk lumai/daun leunca, segar;33;4,5;0,4;2,8;-
DR137;Putri malu, segar;76;3,6;0,3;14,6;7,1
DR138;Rebung, segar;25;0,8;0,1;5,3;9,7
DR139;Rimbang, segar;75;1,6;0,6;15,8;10
DR140;Rumput laut;41;1,4;0,3;8,1;2,2
DR141;Sawi, segar;28;2,3;0,3;4;2,5
DR142;Sawi putih / pecai, segar;9;1;0,1;1,7;0,8
DR143;Sawi taiwan, segar;30;1,9;0,5;4,4;2,7
DR144;Sawi tanah, segar;19;1,3;0,2;2,9;2,2
DR145;Selada, segar;18;1,2;0,2;2,9;1,8
DR146;Selada air, segar;17;3,1;0,2;2,2;0,7
DR147;Seledri, segar;23;1;0,1;4,6;2
DR148;Taoge, segar;34;3,7;1,2;4,3;1,1
DR149;Taoge kacang kedelai, segar;76;9;2,6;6,4;0,7
DR150;Taoge kacang tunggak, segar;40;5;0,2;5,8;2,6
DR151;Tebu terubuk (lilin), segar;30;4,6;0,4;3;0,8
DR152;Tekokak, segar;34;2;0,1;7,9;4,9
DR153;Tekokak, kering;302;8,3;1,7;72,6;21,2
DR154;Terong, segar;28;1,1;0,2;5,5;2,1
DR155;Terong asam, segar;37;2;0,4;6,3;3,2
DR156;Terung belanda, segar;52;2,1;1,1;8,6;1,4
DR157;Terung bengkulu, segar;52;1,1;0,4;11,2;3,2
DR158;Terong hintalo, segar;45;1,9;0,8;7,5;5,1
DR159;Terung panjang;25;2,1;0,1;5,3;0,5
DR160;Tomat, air (sari), segar;20;1;0,2;3,5;0,4
DR161;Tomat merah, segar;24;1,3;0,5;4,7;-
DR162;Tomat muda, segar;24;2;0,7;3,3;1,8
DR163;Uceng/ bunga melinjo, segar;82;5,8;1,3;11,7;4,8
DR164;Umbut kelapa, segar;39;2;0,2;7,2;2,5
DR165;Umbut rotan;34;2,4;0,3;5,5;2,2
DR166;Wortel, segar;36;1;0,6;7,9;1
EP001;Barongko;159;3,1;5,8;23,5;-
EP002;Dodol nanas;338;1,5;1,2;80,3;-
EP003;Getuk pisang;144;1,1;0,4;34,1;0,4
EP004;Keripik lampung;485;1,7;22,2;69,7;0,6
EP005;Ledre pisang;405;4,8;5,1;84,9;0,4
EP006;Lempog durian;320;3,5;5,7;63,7;4,9
EP007;Loka anjoro;163;1,1;4,3;30;-
EP008;Rica-rica taipa;49;1,6;0,3;10;-
EP009;Rujak aceh;82;0,4;0,3;19,7;2,4
EP010;Sale kesemek;296;1,1;0,6;71,4;-
EP011;Sale pisang siam;281;2,4;0,7;66,1;1
EP012;Sale pisang, cilacap;295;2,3;2,1;66,9;1,3
EP013;Sanggara belanda;242;6,4;7,1;38,2;-
EP014;Tepung Pisang;338;2,9;0,4;80,6;5,3
EP015;Tepung Sukun;353;2,9;0,5;84,4;3,7
ER001;Alpukat, segar;85;0,9;6,5;7,7;-
ER002;Anggur hutan, segar;30;0,5;0,2;6,8;1,2
ER003;Apel malang, segar;57;0,5;0,4;12,8;0,8
ER004;Apel, segar;58;0,3;0,4;14,9;2,6
ER005;Arbai, segar;37;0,8;0,5;8,3;-
ER006;Belimbing, segar;36;0,4;0,4;8,8;3,3
ER007;Biwah, segar;51;0,3;0,1;12,1;0,7
ER008;Buah atung, segar;23;0,8;0,2;5,2;-
ER009;Buah kelenting, segar;110;1,4;2,1;21,4;-
ER010;Buah kom, segar;264;4;1,1;59,6;9
ER011;Buah mentega (Bisbul), segar;39;0,7;0,2;9,7;2
ER012;Buah Naga Merah, segar;71;1,7;3,1;9,1;3,2
ER013;Buah Naga Putih, segar;56;0,8;1;10,9;3,2
ER014;Buah negri, segar;55;1,2;0,1;12,2;5,2
ER015;Buah nona, segar;101;1,7;0,6;25,2;2,8
ER016;Buah rotan, segar;78;0,6;0,3;18,2;-
ER017;Buah rukam, segar;113;0,8;0,3;26,8;7,7
ER018;Buah ruruhi, segar;29;2,1;0,7;3,6;2,6
ER019;Buah tuppa, segar;67;0,4;0,2;15,9;-
ER020;Carica papaya, segar;24;1,9;0,2;3,7;1
ER021;Cempedak, segar;116;3;0,4;28,6;3,4
ER022;Duku, segar;63;1;0,2;16,1;4,3
ER023;Durian, segar;134;2,5;3;28;3,5
ER024;Duwet, segar;80;0,5;0,6;18,2;0,9
ER025;Embacang, segar;98;1,4;0,2;25,4;1,9
ER026;Encung asam, segar;122;3,5;4,5;17,5;9,3
ER027;Erbis, segar;70;0,6;-;18,9;7,7
ER028;Gandaria masak;68;0,7;0,1;18;2,2
ER029;Gatep, segar;191;4,5;1,5;39,7;13,4
ER030;Jambu air, segar;46;0,6;0,2;11,8;2,1
ER031;Jambu biji;49;0,9;0,3;12,2;2,4
ER032;Jambu biji putih tidak berbiji;61;0,9;0,3;15,4;4,5
ER033;Jambu bol, segar;49;2,3;0,2;9,6;3,5
ER034;Jambu monyet, segar;64;0,7;0,6;15,8;1,2
ER035;Jeruk bali, segar;48;0,6;0,2;12,4;0,8
ER036;Jeruk banjar, segar;61;0,8;0,2;14,1;-
ER037;Jeruk garut-keprok;44;0,8;0,3;10,9;1,6
ER038;Jeruk Kalamansi, segar;39;0,3;0,3;8,9;2,3
ER039;Jeruk manis, segar;45;0,9;0,2;11,2;1,4
ER040;Jeruk nipis, segar;44;0,5;0,2;10;0,4
ER041;Jeruk ragi, segar;49;0,7;0,2;11,1;0,5
ER042;Kawista, segar;120;3,5;2,5;20,8;4,6
ER043;Kedondong masak, segar;46;1;0,1;10,3;2,6
ER044;Kedondong, segar;47;0,5;0,2;10,4;2,7
ER045;Kelapa hutan, kering;623;2;52,1;36,5;15,3
ER046;Kelapa muda, daging, segar;68;1;0,9;14;-
ER047;Kemang, segar;48;1;0,2;11,9;1,7
ER048;Kesemek, segar;78;0,8;0,4;20;0,6
ER049;Kokosan, segar;86;1,6;0,2;13;1,4
ER050;Kranji, segar;315;2,1;1,4;73,5;-
ER051;Langsat, segar;56;0,9;0,2;14,3;1,4
ER052;Lemon, segar;34;0,5;0,8;6,2;0,1
ER053;Lontar, segar;27;0,4;0,2;6;1,6
ER054;Mangga, segar;52;0,7;-;12,3;1,6
ER055;Mangga benggala, segar;63;2,4;0,4;12,4;5,8
ER056;Mangga gedung, segar;44;0,7;0,2;11,2;1,6
ER057;Mangga golek, segar;63;0,5;0,2;16,7;2,3
ER058;Mangga harumanis, segar;46;0,4;0,2;11,9;1,7
ER059;Mangga indramayu, segar;72;0,8;0,2;18,7;2,5
ER060;Mangga kopek, segar;56;0,4;0,2;14,6;2
ER061;Mangga kwini, segar;86;0,7;0,5;19,8;6,5
ER062;Mangga manalagi, segar;133;1;0,1;32,1;11,8
ER063;Mangga muda, segar;59;0,5;0,4;15,1;-
ER064;Manggis, segar;63;0,6;0,6;15,6;1,5
ER065;Markisa, segar;144;3,5;1,2;29,8;11,4
ER066;Matoa, segar;90;1,2;0,1;21,1;0,5
ER067;Melon, segar;37;0,6;0,4;7,8;1
ER068;Menteng, segar;65;1,7;0,3;16,1;-
ER069;Nanas palembang, segar;58;0,7;0,2;13,3;1,6
ER070;Nanas, segar;40;0,6;0,3;9,9;0,6
ER071;Nangka masak pohon, segar;106;1,2;0,3;27,6;3,7
ER072;Pala, daging, segar;42;0,3;0,2;10,9;0,5
ER073;Pepaya, segar;46;0,5;12;12,2;1,6
ER074;Pisang ambon, segar;108;1;0,8;24,3;1,9
ER075;Pisang angleng (pisang ampyang), segar;68;1,3;0,2;17,2;0,8
ER076;Pisang ayam, segar;120;1,1;0,2;26,8;4,1
ER077;Pisang gapi, segar;127;2,1;0,3;31,1;11,7
ER078;Pisang goroho, segar;115;1,9;0,2;27,9;4,6
ER079;Pisang hijau, segar;117;2;0,3;28,9;0,4
ER080;Pisang kayu, segar;100;1,4;0,5;23,6;2,6
ER081;Pisang kepok, segar;109;0,8;0,5;26,3;5,7
ER082;Pisang ketip, segar;145;1,1;0,3;34,5;6,6
ER083;Pisang kidang, segar;96;1;0,2;22,5;0,6
ER084;Pisang lampung, segar;99;1,3;0,2;25,6;4,3
ER085;Pisang mas bali ampenan, segar;92;1,4;0,2;21;3,7
ER086;Pisang mas bali kopang, segar;127;1,4;0,2;31,8;3,7
ER087;Pisang mas, segar;127;1,4;0,2;33,6;1,4
ER088;Pisang raja sereh, segar;108;1,3;0,3;28,2;0,7
ER089;Pisang raja, segar;120;1,2;0,2;31,8;5,3
ER090;Pisang rotan, segar;98;1,3;1,2;20,5;1
ER091;Pisang talas, segar;113;1,2;0,2;26,7;4,4
ER092;Pisang tujuh bulan;94;0,6;0,2;22,5;3,7
ER093;Pisang ua, segar;128;0,8;0,5;30,2;8,1
ER094;Pisang uli, segar;134;1,1;0,5;35,5;1,4
ER095;Purut, segar;76;4,1;1,1;15,2;1,7
ER096;Rambutan binjai, segar;76;0,5;0,2;18;3,8
ER097;Rambutan, segar;69;0,9;0,1;18,1;0,8
ER098;Salak bali, segar;57;0,5;0,1;13,6;1,3
ER099;Salak medan, segar;55;0,4;0,2;12,8;3,2
ER100;Salak pondoh, segar;87;0,8;0,4;20,1;-
ER101;Salak, segar;77;0,4;-;20,9;-
ER102;Sawo duren, segar;64;1;3,1;8;0,8
ER103;Sawo kecik, segar;111;0,9;2,3;21,6;1
ER104;Sawo Manila, segar;92;0,5;1,1;22,4;9,5
ER105;Semangka, segar;28;0,5;0,2;6,9;0,4
ER106;Sirsak, segar;65;1;0,3;16,3;3,2
ER107;Sowa, segar;48;1,6;0,6;9,1;45
ER108;Srikaya, segar;63;1,1;0,5;13,9;2,1
ER109;Sukun muda, segar;119;1,4;0,2;28,1;1,4
ER110;Sukun tua, segar;126;1,6;0,2;24,5;1,5
ER111;Vigus, segar;44;2,4;0,1;8,3;-
ER112;Wani, segar;74;0,8;0,3;17,1;3,1
ER113;Mentimun Suri, segar;16;1,3;0;2,1;0,9
ER114;Blewah, segar;34;0,8;0,2;8,2;0,9
FP001;Ayam, ampela, goreng;270;32,3;11,2;9,9;-
FP002;Ayam, usus, goreng;473;45,2;26,3;13,9;-
FP003;Bebek, daging, goreng;300;24;20,7;4,5;-
FP004;Buaya, daging, dendeng, mentah;365;49,6;4,8;30,8;-
FP005;Ham;384;16,9;35;0,3;-
FP006;Itik alabio, daging, dendeng, mentah;496;30,3;33,5;18,4;-
FP007;Kerupuk urat;588;53,7;40,9;1,2;-
FP008;Menjangan, daging, dendeng, mentah;322;55,8;2;22,7;-
FP009;Punai, daging, goreng;224;26,2;11,3;4,4;-
FP010;Rusa, daging, dendeng, mentah;536;40,5;41,5;-;-
FP011;Sapi, abon;212;18;10,6;59,3;7,5
FP012;Sapi, abon, asli;358;14,6;16,1;38,6;2,5
FP013;Sapi, daging, asap;182;32;6;-;-
FP014;Sapi, daging, dendeng, mentah;301;55;9;-;-
FP015;Sapi, daging, kornet;289;16;25;-;-
FP016;Sapi, daging, sosis (Worst);448;14,5;42,3;2,3;-
FP017;Sapi, hati, sosis (liverworst);274;16;22;3;2,3
FP018;Sapi, paru, dendeng, mentah;360;57,3;6;19,2;-
FP019;Sapi, paru, goreng;268;23,9;12,7;14,5;-
FP020;Ulat sagu, panggang;380;11,9;30,3;14,9;4,8
FP021;Ayam goreng church texas, dada;338;35,2;20,6;0,4;-
FP022;Ayam goreng church,texas paha;287;31;15,7;1,7;-
FP023;Ayam goreng church texas, sayap;295;34;16;1,5;-
FP024;Ayam goreng kalasan, paha;275;37,4;12,2;1,3;-
FP025;Ayam goreng kentucky, dada;298;34,2;16,8;0,1;-
FP026;Ayam goreng Kentucky, paha;286;32,1;16,1;1,1;-
FP027;Ayam goreng Kentucky,sayap;297;35,9;15,2;1,6;-
FP028;Ayam goreng mbok berek dada;295;39,2;13,6;1;-
FP029;Ayam goreng pasundan, dada;246;37,9;9;0,7;-
FP030;Ayam goreng pasundan, paha;245;33,1;11,4;0,3;-
FP031;Ayam goreng pioneer, dada;295;37,4;14,7;0,6;-
FP032;Ayam goreng sukabumi, dada;244;36,7;9,2;1;-
FP033;Ayam goreng sukabumi, paha;283;35,7;14,3;0,5;-
FP034;Ayam taliwang, masakan;264;18,2;20,1;2,7;-
FP035;Babi hutan masak rica, masakan;491;24,6;16,3;0,2;-
FP036;Beef burger;258;10,6;9,5;32,5;0,4
FP037;Beef teriyaki, masakan;151;8,6;3,1;22,3;0,3
FP038;Beef yakiniku, masakan;132;9,8;1,1;20,7;0,3
FP039;Brongkos;141;15,3;3,3;12,6;1
FP040;Bulgogi, masakan;72;11,4;4,9;1,4;1,7
FP041;Chicken teriyaki, masakan;168;13;9,6;7,5;0,8
FP042;Chikiniku, masakan;143;9,8;1,4;22,8;0,4
FP043;Coto mangkasara, kuda, masakan;96;6,8;5,9;3,8;-
FP044;Coto mangkasara, sapi, masakan;84;6;6;1,4;-
FP045;Djibokum, masakan;248;10;2,3;40,9;0,1
FP046;Empal (daging) Goreng, masakan;248;36,2;6,9;10,1;-
FP047;Gulai kambing;126;4,2;9,4;6,2;-
FP048;Jangang bintatoeng, masakan;107;5,3;2,2;16,5;-
FP049;Kalio ayam, masakan;203;16;13,5;4,4;-
FP050;Kalio jeroan, masakan;163;16,5;9;4,1;-
FP051;Kalio kikil (tunjang), masakan;122;13,8;5,7;3,9;-
FP052;Kalio otak, masakan;157;8,1;8,8;11,4;-
FP053;Lawar babi, masakan;174;17;10;3;-
FP054;Lawar penyu, masakan;141;23;1,5;7,6;-
FP055;Lawara jangang, masakan;159;5;10,9;10,1;-
FP056;Naan maran sapi, masakan;478;38,3;33,9;5,1;-
FP057;Nasu likku, masakan;196;14,5;8,3;15,9;-
FP058;Oramu ninahu ndawa olaho, masakan;117;13,7;5;4,3;-
FP059;Paniki masak santan, masakan;460;28,5;35,2;7,2;-
FP060;Pelolah manuk, masakan;219;19,7;13,6;4,4;-
FP061;Rawon, masakan;60;5,4;2,5;4;0,3
FP062;Rendang sapi, masakan;193;22,6;7,9;7,8;-
FP063;RW, anjing, masakan;198;24,6;10,7;0,9;-
FP064;Sate, penyu, masakan;179;22,5;3,5;13,3;-
FP065;Sate pusut, masakan;274;12,9;18,6;13,6;-
FP066;Penyu, serapah, masakan;174;13,1;12,2;2,2;-
FP067;Sie reuboh, masakan;474;11,2;42,5;11,7;-
FP068;Sop buntut, masakan;71;7,5;3,6;2,2;-
FP069;Sop daging sapi, masakan;49;5,8;0,5;5,3;-
FP070;Sop kaki sapi, masakan;68;9;1,9;3,7;-
FP071;Sop kambing, masakan;34;5,5;0,8;1,1;-
FP072;Sop konro, masakan;71;7,4;2,6;4,5;-
FP073;Sop saudara, masakan;89;7,2;5;3,9;-
FP074;Soto bandung, masakan;42;3,9;1,7;2,8;0,4
FP075;Soto banjar, masakan;110;2,9;9,5;3,2;-
FP076;Soto betawi, masakan;135;2,5;8,8;11,5;0,5
FP077;Soto jeroan, masakan;92;11,8;4,3;1,4;-
FP078;Soto kudus, masakan;38;2,6;2,3;1,8;0,2
FP079;Soto madura, masakan;60;3,5;4,5;1,3;-
FP080;Soto padang, masakan;127;5,9;6,6;11;0,7
FP081;Soto pekalongan, masakan;94;3;6,8;5,1;0,3
FP082;Soto pemalang, masakan;75;3,6;5,2;3,5;-
FP083;Soto sukaraja, masakan;80;3,2;3,5;9;0,3
FP084;Soto sulung, masakan;86;2,3;8,5;-;-
FP085;Sukiyaki, masakan;75;5,6;0,4;12,2;0,2
FP086;Tedong pallu basa, masakan;83;10,4;3,4;2,8;-
FP087;Tikus rica, masakan;257;18,8;18,5;3,8;-
FP088;Tinoransa, masakan;516;17,7;49,5;-;-
FR001;Anak sapi, daging, gemuk, segar;184;18,8;14;-;-
FR002;Anak sapi, daging, kurus, segar;174;19,6;10;-;-
FR003;Anak sapi, daging, sedang, segar;190;19,1;12;-;-
FR004;Angsa, daging, segar;349;16,4;31,5;-;-
FR005;Ayam, daging, segar;298;18,2;25;-;-
FR006;Ayam, dideh/darah, segar;75;13,8;1,9;0,7;-
FR007;Ayam, hati, segar;261;27,4;16,1;1,6;-
FR008;Babi, daging, gemuk,segar;453;11,9;45;-;-
FR009;Babi, daging, kurus, segar;371;14,1;35;-;-
FR010;Babi, ginjal, segar;110;16,3;4,6;0,8;-
FR011;Babi, hati, segar;129;19,7;4,8;1,7;-
FR012;Bebek (itik), daging, segar;321;16;28,6;-;-
FR013;Bebek alabio, daging, segar;303;11,3;27;3,7;-
FR014;Belibis, daging, segar;131;20,2;4,3;2,8;-
FR015;Burung, sarang, segar;281;37,5;0,3;32,1;-
FR016;Domba, daging, gemuk, segar;317;15,7;27,7;-;-
FR017;Domba, daging, kurus, segar;202;17,1;14,8;-;-
FR018;Domba, ginjal, segar;100;16,6;3,3;1;-
FR019;Kambing, daging, segar;149;16,6;9,2;-;-
FR020;Kelinci, daging, segar;142;16,9;7,8;-;-
FR021;Kerbau, daging, segar;79;18,7;0,5;-;-
FR022;Kuda, daging, segar;113;18,1;4,1;0,9;-
FR023;Sapi, babat, segar;108;17,6;4,2;-;-
FR024;Sapi, daging, gemuk, segar;273;17,5;22;-;-
FR025;Sapi, daging, kurus, segar;174;19,6;10;-;-
FR026;Sapi, daging, lemak sedang, segar;201;18,8;14;-;-
FR027;Sapi, daleman, segar;183;12;14,4;1,4;-
FR028;Sapi, dideh/darah;98;21,9;1,1;-;-
FR029;Sapi, ginjal, segar;137;15;8,1;0,9;-
FR030;Sapi, keleponan, segar;84;10,5;4,6;0,2;-
FR031;Sapi, liver, segar;132;19,7;3,2;6;-
FR032;Sapi, otak, segar;123;10,4;8,6;0,8;-
FR033;Sapi, usus, segar;126;14;7,2;1,5;-
FR034;Ulat sagu segar;241;5,8;21,6;5,8;2,8
GP001;Bekicot, dendeng, mentah;441;48,7;20,3;15,8;-
GP002;Belut, goreng;417;25,9;19,4;32;-
GP003;Cumi-cumi, goreng;265;40,6;10,1;-;-
GP004;Ikan asin, kering;193;42;1,5;-;-
GP005;Ikan bandeng presto, masakan;296;17,1;20,3;11,3;-
GP006;Ikan baung bakar;144;17,8;5,8;5,2;-
GP007;Ikan Belida bakar;128;18;3;7,2;-
GP008;Ikan cakalang asap, mentah;204;34,2;5,6;1,9;-
GP009;Ikan cakalang asin, mentah;198;36,5;2,2;5,5;-
GP010;Ikan calo/ peda, mentah;81;11,4;1,9;3,8;-
GP011;Ikan Gabus asap, mentah;261;38,1;2,3;21,9;-
GP012;Ikan Gabus, kering;268;58;4;-;-
GP013;Ikan gete, goreng;267;23,1;19,4;0,2;-
GP014;Ikan hiu, kering;298;46,3;3,6;20,2;-
GP015;Ikan katombo, asin;162;31,7;2,8;0,3;-
GP016;Ikan kayu, kering;302;70,7;1,9;0,4;-
GP017;Ikan Lais bakar;147;17,5;6,5;5,4;-
GP018;Ikan lomak asin, mentah;258;40,3;2,3;18,9;-
GP019;Ikan Mas pepes;209;15,2;11,3;11,8;0,5
GP020;Ikan mujahir goreng;416;46,9;23,9;-;-
GP021;Ikan Mujahir pepes;121;21,7;2,8;0,8;-
GP022;Ikan mujahir, dendeng, mentah;582;68,3;15,2;37,2;-
GP023;Ikan Papuyu, bakar;152;17,6;6,1;6,7;-
GP024;Ikan Patin, bakar;144;17,5;6,3;4,3;-
GP025;Ikan peda banjar, mentah;156;28;4;2;-
GP026;Ikan pepetek, mentah;176;32;4,4;2;-
GP027;Ikan Pindang banjar, mentah;157;28;4,2;1,8;-
GP028;Ikan Pindang benggol, mentah;170;31;4,2;-;-
GP029;Ikan Pindang layang, mentah;153;30;2,8;-;-
GP030;Ikan Pindang selar, mentah;142;27;3;-;-
GP031;Ikan sale lais, mentah;415;61,3;17,6;2,9;-
