code;name;calories;protein;fat;carbo;fiber
GP032;Ikan saluang, kering, mentah;284;34,1;9,9;14,6;-
GP033;Ikan sanggang, masakan;240;21,7;7,7;20,7;-
GP034;Ikan selar kuning, cue, mentah;138;27;3,3;-;-
GP035;Ikan selar, kering, mentah;194;38;3,5;-;-
GP036;Ikan sepat, kering, mentah;289;38;14;-;-
GP037;Ikan sunu, asin, mentah;199;34,1;3,8;7,1;-
GP038;Ikan, tepung, mentah;316;60,1;6,5;22,4;-
GP039;Ikan Teri nasi, kering, mentah;144;32,5;0,6;-;-
GP040;Ikan Teri, bubuk, mentah;277;60;2,3;1,8;-
GP041;Ikan teri, kering, mentah;170;33,4;3;-;-
GP042;Ikan Teri, kering, tawar, mentah;331;68,7;4,2;-;-
GP043;Ikan Teri, tepung, mentah;347;48,8;6,4;19,6;-
GP044;Kerang, asap, mentah;393;38,9;13,3;29,4;-
GP045;Kerang, dendeng, mentah;357;41,1;10;25,6;-
GP046;Rebon, kering, mentah;299;59,4;3,6;3,2;-
GP047;Rebung laut, mentah;320;7,2;4,2;63,3;-
GP048;Rusip;110;11,5;2;11,7;-
GP049;Sardines dalam kaleng;338;21,1;27;1;-
GP050;Teripang, dendeng, mentah;462;39,1;32,4;3,5;-
GP051;Udang kering, mentah;278;62,6;4,1;2,2;-
GP052;Udang papay, mentah;273;47,8;3,8;12,5;-
GP053;Abon haruwan;513;23,7;37;21,3;-
GP054;Abon ikan;435;27,2;20,2;36,1;-
GP055;Betok wadi, masakan;145;16,3;7;4,1;-
GP056;Bou ninahu ndamate, masakan;79;6,3;1;1,1;-
GP057;Bouiki ninahu nggaluku, masakan;94;7,8;2,2;10,8;-
GP058;Cakalang asar (asap papua);155;20,1;3,8;10,2;-
GP059;Dendeng belut, goreng;382;55,7;14,1;8;-
GP060;Dendeng mujahir, goreng;598;74,3;26,9;9,2;-
GP061;Fillet o-fish;270;12,3;15,9;19,3;0,2
GP062;Gete kuah asam, masakan;75;8,2;2;6;-
GP063;Gulai asam keueung, masakan;52;10;0,5;1,8;-
GP064;Gulai ikan paya, masakan;148;10;9,8;5;-
GP065;Gulai ikan, masakan;106;16,5;3,3;2,5;-
GP066;Gulai keumamah, masakan;110;5,9;8,2;3,2;-
GP067;Gulai tiram, masakan;132;9;7,2;7,8;-
GP068;Gurame asem manis, masakan;192;12,7;10,1;12,7;-
GP069;Ikan asar merah, masakan;146;17,7;5,9;5,6;-
GP070;Jambal goreng;286;48,5;9,2;2,3;-
GP071;Jukku pallu kaloa, masakan;15;15,2;4,3;8,8;-
GP072;Kaholeo, masakan;413;28,7;19,8;29,8;-
GP073;Lawara penjah, masakan;207;7,4;15,4;9,6;-
GP074;Model, masakan;79;2,2;4;8,6;-
GP075;Mujahir acar kuning, masakan;330;17,8;23,4;12,1;1,1
GP076;Parede baleh, masakan;87;10,5;2,5;5,5;-
GP077;Pempek adaan;162;4,9;3;27,8;-
GP078;Pempek belida;156;4,2;1,4;31,6;0,2
GP079;Pempek kapal selam;152;4,5;2,3;28,2;-
GP080;Pempek kelesan;211;12,3;6,1;26,6;0,4
GP081;Pempek kulit;243;5,2;7,3;39,1;-
GP082;Pempek telur;156;4,7;2,7;28,3;-
GP083;Pempek tenggiri;173;7,2;1,2;33,4;0,2
GP084;Pencok lele, masakan;372;7,8;36,3;3,5;-
GP085;Pinda, masakan;107;15,9;0,6;0,4;-
GP086;Pindang kenari, masakan;124;9,5;9,6;-;-
GP087;Saboko gurita, masakan;87;15,7;1,5;2,6;-
GP088;Saboko saltan, masakan;113;17,1;3,6;3;-
GP089;Saboko sardin, masakan;110;12,9;4,3;4,9;-
GP090;Sate Bandeng;283;12,1;16,8;20,9;2
GP091;Sepi, masakan;88;7,9;1,6;10,6;-
GP092;Tekwan;53;1,9;0,9;9,4;-
GP093;Teri balado, masakan;365;23,7;22,3;17,5;-
GP094;Tumis bandeng;189;11,3;15,7;0,6;-
GP095;Tumis keumamah;300;14,5;20;15,5;4,5
GR001;Ikan bader, segar;193;19;13;-;-
GR002;Ikan balong, segar;107;16,5;3,9;1,5;-
GR003;Ikan bambangan, segar;112;20;1,3;3,7;-
GR004;Ikan bandeng, segar;123;20;4,8;-;-
GR005;Ikan banjar, segar;111;19,4;0,9;4,8;-
GR006;Ikan baronang, segar;78;14,5;0,6;3,7;-
GR007;Ikan batung, segar;115;14,5;4,6;4,2;-
GR008;Ikan baung, segar;123;15,1;5,5;3,3;-
GR009;Ikan bawal, segar;91;19;1,7;-;-
GR010;Ikan Belida, segar;80;14,7;1,4;2,2;-
GR011;Belut, segar;70;14,6;0,8;1;-
GR012;Belut,laut, segar;93;12,8;1,5;6,1;-
GR013;Ikan beunteur, segar;109;17;4;-;-
GR014;Ikan biawan, segar;90;14,9;2,5;2,1;-
GR015;Ikan bili, segar;88;14,2;0,7;6,2;-
GR016;Ikan bubara, segar;100;14,7;2,4;4,9;-
GR017;Ikan bulan-bulan, segar;134;25,5;1,3;5;-
GR018;Ikan, cakalang, segar;107;19,6;0,7;5,5;-
GR019;Ikan cakalang, hati, segar;120;11,3;3,9;10;-
GR020;Ikan cakalang, jantung, segar;116;11,2;1,2;10,2;-
GR021;Ikan cakalang, perut, segar;86;10,2;1,1;8,7;-
GR022;Cumi-cumi, segar;75;16,1;0,7;0,1;-
GR023;Ikan daun, segar;101;11,5;4,1;4,6;-
GR024;Ikan ekor kuning, segar;108;22,3;1,2;2,1;-
GR025;Ikan gabus, segar;80;16,2;0,5;2,6;-
GR026;Ikan Heu, segar;81;10;1,6;6,6;-
GR027;Ikan hitam, segar;101;10,3;3,7;6,7;-
GR028;Ikan hiu, segar;57;10,7;0,3;2,2;-
GR029;Ikan kacangan, segar;77;15,6;0,9;1,6;-
GR030;Ikan kakap, segar;92;20;0,7;-;-
GR031;Ikan kakatua, segar;82;11,4;1,2;6,4;-
GR032;Ikan kalaban, segar;77;16,4;0,7;1,3;-
GR033;Ikan Kamera, segar;86;19,7;0,8;-;-
GR034;Ikan kapar, segar;132;17;6,7;0,8;-
GR035;Ikan kawalinya, segar;110;12,6;4,2;5,4;-
GR036;Ikan oci, kembung, segar;125;21,3;3,4;2,2;-
GR037;Keong, segar;64;12;1;2;-
GR038;Kepiting, segar;151;13,8;3,8;14,1;-
GR039;Kerang, segar;101;14,4;2,6;3,9;-
GR040;Ikan keru-keru, segar;93;16,5;2,1;0,8;-
GR041;Ikan kima, segar;70;10,8;0,7;5,2;-
GR042;Kodok, segar;73;16,4;0,3;-;-
GR043;Kura-kura, segar;83;19,1;0,2;-;-
GR044;Kuro, segar;87;16;2,2;1;-
GR045;Ikan lais, segar;161;11,9;11,5;2,4;-
GR046;Ikan layang, segar;109;22;1,7;-;-
GR047;Ikan layur, segar;82;18;1;0,4;-
GR048;Ikan lehoma, segar;90;20,4;0,9;-;-
GR049;Ikan lemuru, segar;112;20;3;-;-
GR050;Ikan lidah, segar;104;15,6;3,2;2;-
GR051;Lokan, segar;217;11;1,7;5,1;-
GR052;Ikan malalugis, segar;99;20,6;1,4;0,9;-
GR053;Ikan mamar merah, segar;115;15,3;4;4,4;-
GR054;Ikan mas, segar;86;16;2;-;-
GR055;Ikan mayong, segar;97;17,9;2;0,4;-
GR056;Ikan mujahir, segar;89;18,7;1;-;-
GR057;Ikan nasu metti, segar;154;16,8;5;10,5;-
GR058;Ikan paling, segar;303;14;27;-;-
GR059;Ikan papuyu/ betok, segar;120;14,3;4,9;4,6;-
GR060;Ikan Patin, segar;132;17;6,6;1,1;-
GR061;Ikan pomo, segar;147;22,5;5,2;2,6;-
GR062;Ikan Puntin, segar;76;14,4;1,1;2,2;-
GR063;Rajungan, segar;76;12,1;2;2,4;-
GR064;Rebon, udang kecil, segar;81;16,2;1,2;0,7;-
GR065;Ikan saluang, segar;113;13,9;4,9;3,4;-
GR066;Ikan sarden, segar;109;19,9;1,8;3,4;-
GR067;Ikan selar, segar;100;18,8;2,2;-;-
GR068;Ikan sepat, segar;84;15,2;0,6;4,7;-
GR069;Ikan sidat, segar;81;11,4;1,9;3,8;-
GR070;Ikan sunu, segar;111;13,3;3,4;6,7;-
GR071;Ikan tahuman, segar;88;15,9;0,9;4,1;-
GR072;Ikan Sale, segar;534;40,2;39,3;4,9;2
GR073;Ikan tarmon, segar;96;19,5;1,1;2;-
GR074;Ikan telan, segar;95;15,8;0,7;6,5;-
GR075;Ikan tembang, segar;204;16;15;-;-
GR076;Ikan tempahas, segar;101;15,1;4,1;1;-
GR077;Ikan terbang, segar;98;19,6;1,7;1;-
GR078;Ikan teri, segar;74;10,3;1,4;4,1;-
GR079;Ikan titang, segar;82;17,4;0,4;2,3;-
GR080;Ikan tongkol, segar;100;13,7;1,5;8;-
GR081;Ikan turi, segar;96;19,2;2;0,2;-
GR082;Udang, besar, segar;56;11,4;0,6;1,2;-
GR083;Udang galah, segar;81;16,5;0,3;3;-
GR084;Udang, segar;91;21;0,2;0,1;-
HP001;Telur ayam, dadar, masakan;251;16,3;19,4;1,4;-
HP002;Telur bebek, asin, mentah;179;13,6;13,3;4,4;-
HP003;Telur bebek, dadar, masakan;301;20;23,7;-;-
HP004;Ikan, telur, asin, mentah;358;20,7;26,4;9,4;-
HP005;Bayau mi balu, masakan;313;6;12,2;44,8;-
HP006;Cucuru bayau, masakan;349;6,8;18,7;38,3;-
HP007;Kalio telur, masakan;193;10,6;12,4;9,7;-
HR001;Telur ayam kampung, segar;174;10,8;14;1,2;-
HR002;Telur ayam ras, segar;154;12,4;10,8;0,7;-
HR003;Telur ayam ras, bagian kuning, segar;355;16,3;31,9;0,7;-
HR004;Telur ayam ras, bagian putih, segar;50;10,8;-;0,8;-
HR005;Telur bebek alabio, segar;187;11,8;14,2;3;-
HR006;Telur bebek, bagian kuning, segar;386;17;35;0,8;-
HR007;Telur bebek, bagian putih, segar;54;11;-;0,8;-
HR008;Telur bebek tambak, segar;187;10,9;12,4;7,9;-
HR009;Telur burung maleo, segar;436;26,5;36,3;0,4;-
HR010;Telur penyu, segar;136;8,6;10,1;2,7;-
HR011;Telur burung puyuh, segar;116;10,7;7;1,6;-
JP001;Es krim;210;4;12,5;20,6;-
JP002;Hangop;65;10;1;3,5;-
JP003;Keju;326;22,8;20,3;13,1;-
JP004;Kwark (Quark);242;19;17;3;-
JP005;Susu asam untuk bayi, bubuk;418;19;9;65,5;-
JP006;Susu bubuk;513;24,6;30;36,2;-
JP007;Susu kental manis;343;8,2;10;55;-
JP008;Susu kental tak manis;138;7;7,9;9,9;-
JP009;Susu skim, bubuk;359;35,6;1;52;-
JP010;Susu skim, segar;36;3,5;0,1;5,1;-
JP011;Yoghurt, segar;52;3,3;2,5;4;-
JR001;Kepala susu - krim, segar;204;2,6;20;4;-
JR002;Susu ibu - ASI;62;1,5;3,2;7;-
JR003;Susu kambing, segar;64;4,3;2,3;6,6;-
JR004;Susu kerbau, segar;160;6,3;12;7,1;-
JR005;Susu kuda, segar;40;2;1,1;5,4;-
JR006;Susu sapi, segar;61;3,2;3,5;4,3;-
KP001;Margarin;720;0,6;81;0,4;-
KP002;Mentega;742;0,5;81,6;1,4;-
KP003;Santan (dengan air);122;2;10;7,6;1,4
KP004;Santan murni;324;4,2;34,3;5,6;-
KR001;Kelapa setengah tua, daging, segar;180;4;15;10;2,4
KR002;Kelapa tua, daging, segar;359;3,4;34,7;14;4,7
KR003;Lemak babi (lard);902;-;100;-;-
KR004;Lemak babi (bacon);626;9,1;65;1,1;-
KR005;Lemak ikan;372;12;29,4;14,4;-
KR006;Lemak kerbau (lemak sapi);818;1,5;90;-;-
KR007;Minyak hiu, hati;902;-;100;-;-
KR008;Minyak ikan;902;-;100;-;-
KR009;Minyak kacang tanah;902;-;100;-;-
KR010;Minyak kedelai;883;-;99,9;-;-
KR011;Minyak kelapa;870;1;98;-;-
KR012;Minyak kelapa sawit;884;-;100;-;-
KR013;Minyak wijen;881;0,2;99,7;-;-
KR014;Minyak Zaitun;884;-;100;-;-
MP001;Coklat manis, batang;527;2;29,8;62,7;6,5
MP002;Coklat pahit,batang;615;5,5;42,6;29,2;10,8
MP003;Coklat susu, batang;565;9;35;53,6;3,4
MP004;Coklat bubuk;311;8;4;48,9;32,6
MP005;Gula aren;368;-;-;92;-
MP006;Gula kelapa;386;3;10;76;-
MP007;Gula putih;394;-;-;94;-
MP008;Jam, selai;239;0,5;0,6;64,5;1
MP009;Kopi bubuk instant;129;12,3;0,5;35;-
MP010;Madu;294;0,3;-;79,5;0,2
MP011;Markisa squash;217;2,5;1;49,6;-
MP012;Markisa squash, BD;104;1,2;0,5;23,7;-
MP013;Melase;276;-;0,1;71;-
MP014;Sirup;213;-;-;55;-
MP015;Sirup pirous;228;0,2;0,4;55,9;-
MP016;Teh hijau daun kering;300;28,3;4,8;53,6;9,6
MP017;Teh hitam daun kering;293;24,5;2,8;58,8;8,7
MP018;Teh melati daun kering;299;24,1;3,5;59;9,7
NP001;Balichong;152;13,2;0,8;22,9;1,5
NP002;Bekasam;116;11,9;4,9;6,1;3,5
NP003;Bekasang;78;11,4;2;3,6;0,4
NP004;Cuka;21;0,1;0,1;5;-
NP005;Kecap;71;5,7;1,3;9;-
NP006;Petis ikan;165;20;0,2;20,8;-
NP007;Petis udang kering;345;23,8;1,4;59,3;-
NP008;Petis udang pasta;220;15;0,9;38;2,3
NP009;Saos tomat;110;2;0,4;24,5;0,9
NP010;Tempoya;110;1,7;1,3;21,9;2,6
NP011;Terasi;155;22,3;2,9;9,9;2,7
NP012;Terasi dobo;191;33,1;3,6;6,6;1,6
NP013;Terasi merah;174;30;3,5;5,6;2,2
NR001;Asam arang coklat, segar;130;0,5;1,1;30,9;1,5
NR002;Asam arang merah, segar;99;0,8;1,6;20,3;2,8
NR003;Asam kandis, kering;261;0,9;1,6;63,3;5
NR004;Asam kandis, segar;75;0,2;1,1;16,1;3,4
NR005;Asam masak pohon, segar;267;2,8;0,6;62,5;1,2
NR006;Asam payak, segar;135;0,8;0,4;32,1;10
NR007;Bawang merah, segar;46;1,5;0,3;9,2;1,7
NR008;Bawang putih, segar;112;4,5;0,2;23,1;0,6
NR009;Boros kunci, segar;40;1;0,8;7,2;1
NR010;Boros laja (lengkuas), segar;26;1;0,3;4,7;1,1
NR011;Cabai gembor merah, segar;38;1,6;0,8;6,3;1,6
NR012;Cabai hijau, segar;26;0,7;0,3;5,2;2,6
NR013;Cabai merah, kering;367;15,9;6,2;61,8;26,9
NR014;Cabai merah, segar;36;1;0,3;7,3;1,4
NR015;Cabai rawit, segar;120;4,7;2,4;19,9;15,2
NR016;Cengkeh, kering;330;5,2;8,9;57,4;10
NR017;Daun salam, bubuk;301;14,2;10,9;49;9,4
NR018;Jahe, segar;51;1,5;1;10,1;12
NR019;Kemiri;675;19;63;8;3
NR020;Ketumbar, kering;418;14,1;16,1;54,2;12,3
NR021;Kluwek;310;10;24;13,5;-
NR022;Kunyit, segar;69;2;2,7;9,1;0,6
NR023;Merica, kering;365;11,5;6,8;64,4;1
NR024;Pala, biji, kering;518;7,5;36,4;40,1;3,5
QR001;Kelapa muda, air, segar;17;0,2;0,1;3,8;-
