code;name;calories;protein;fat;carbo;fiber
2706502;Corned beef patty;164;8,73;10,2;9,27;1,1
2706503;Beef stew with potatoes, Puerto Rican style;220;14,6;14,8;6,53;1
2706504;Meat loaf made with ham;179;20,6;7,52;6,16;0,3
2706505;Ham and noodles with cream or white sauce;139;6,81;5,44;15,3;0,6
2706506;Ham and rice with mushroom sauce;136;5,37;5,19;16,3;0,4
2706507;Ham or pork with stuffing;143;6,26;8,27;10,4;0,4
2706508;Ham croquette;273;18;20,7;2,6;0,2
2706509;Pork and rice with tomato-based sauce;140;6,42;5;16,8;0,7
2706510;Sausage and rice with tomato-based sauce;134;4,63;5,49;16,4;0,7
2706511;Sausage and rice with mushroom sauce;142;4,86;6,02;16,8;0,4
2706512;Sausage and rice with cheese sauce;151;6,32;7,61;13,9;0,2
2706513;Sausage and noodles with cream or white sauce;153;5,91;7,8;14,8;0,6
2706514;Ham and noodles, no sauce;144;7,15;5,54;15,9;0,8
2706515;Ham or pork and rice, no sauce;143;6,73;4,99;16,8;0,2
2706516;Ham or pork and potatoes with gravy;126;5,4;6,33;11,7;0,9
2706517;Ham or pork and potatoes with cheese sauce;127;7,86;5,69;11,1;0,9
2706518;Stewed pig's feet, Puerto Rican style;136;9,99;8,7;4,13;0,5
2706519;Stew, pork;109;8,35;5,42;6,29;1,3
2706520;Stew, pork, with pasta;133;9,35;5,58;10,8;1,1
2706521;Lamb or mutton loaf;192;14;11,6;7,44;0,3
2706522;Lamb or mutton and potatoes with gravy;129;5,13;6,46;12,5;1
2706523;Lamb or mutton and potatoes with tomato-based sauce;126;5,26;6,22;12,5;1,5
2706524;Lamb or mutton and noodles with gravy;141;6,8;5,48;15,6;0,7
2706525;Meat loaf made with venison/deer;166;19;6,73;6,31;0,4
2706526;Venison or deer and noodles with cream or white sauce;141;8,37;5,37;14,5;0,6
2706527;Chicken or turkey hash;110;9,57;4,1;8,27;1,3
2706528;Chicken or turkey and potatoes with gravy;122;7,47;6,35;9,04;0,9
2706529;Chicken or turkey and noodles, no sauce;148;7,73;6,14;15,5;0,7
2706530;Chicken or turkey and noodles with gravy;140;6,99;5,67;15,2;0,7
2706531;Chicken or turkey and noodles with mushroom sauce;136;6,92;5,46;14,9;0,8
2706532;Chicken or turkey and noodles with cream or white sauce;140;7,39;5,51;15,2;0,6
2706533;Chicken or turkey and noodles with cheese sauce;146;8,95;6,16;13,6;0,6
2706534;Chicken or turkey tetrazzini;119;12;4,79;6,96;0,5
2706535;Chicken or turkey and noodles with tomato-based sauce;137;7,12;5,44;15,2;1,1
2706536;Chicken or turkey and noodles with soy-based sauce;157;11,6;9,02;7,6;0,6
2706537;Chicken or turkey and rice, no sauce;149;6,46;5,84;17;0,2
2706538;Biryani with chicken;104;7,15;2,38;13,6;1,1
2706539;Chicken or turkey and rice with cream sauce;136;8,13;5,86;12,8;0,5
2706540;Chicken or turkey and rice with mushroom sauce;135;5,67;5,48;15,4;0,4
2706541;Chicken or turkey and rice with tomato-based sauce;142;5,72;6,18;15,7;0,6
2706542;Chicken or turkey and rice with soy-based sauce;162;12;9,21;8,01;0,5
2706543;Chicken or turkey with dumplings;144;15,7;5,55;8,04;0,3
2706544;Chicken or turkey with stuffing;172;20;4,88;11,7;0,5
2706545;Chicken or turkey cake, patty, or croquette;262;20,8;18,8;2,59;0,2
2706546;Chicken or turkey souffle;171;11,7;11,3;5,59;0,1
2706547;Meat loaf made with chicken or turkey;172;18,8;7,27;8,08;0,6
2706548;Meat loaf made with chicken or turkey, with tomato-based sauce;145;15,5;6,2;7,29;0,8
2706549;Crab, cake;214;14,4;15;4,48;0,3
2706550;Fish, cake or patty;212;13,6;12,6;10,4;1,2
2706551;Gefilte fish;82;10,4;0,41;8,74;0,4
2706552;Fish, salmon cake or patty;285;16,1;22,1;4,46;0,3
2706553;Shrimp and noodles, no sauce;146;7,3;5,5;16,4;0,8
2706554;Shrimp and noodles with gravy;131;6,02;5,18;14,7;0,6
2706555;Shrimp and noodles with mushroom sauce;133;6,31;5,24;15;0,8
2706556;Shrimp and noodles with cream or white sauce;143;7,14;5,32;16,2;0,7
2706557;Shrimp and noodles with soy-based sauce;141;10,2;7,25;8,17;0,6
2706558;Shrimp and noodles with cheese sauce;136;8,18;5,37;13,4;0,6
2706559;Shrimp and noodles with tomato sauce;134;6,46;5,22;15,4;1,1
2706560;Tuna cake or patty;206;15,3;14,9;2,65;0,2
2706561;Clam cake or patty;246;19;15,4;6,79;0,2
2706562;Flounder with crab stuffing;136;15,1;5,52;5,73;0,3
2706563;Lobster with bread stuffing, baked;177;15;8,26;9,83;0,5
2706564;Clams Casino;162;11,8;7,9;10,3;1
2706565;Shrimp, cake or patty;218;13,9;15,3;5,26;0,3
2706566;Shrimp with crab stuffing;174;16,4;9,01;6,16;0,3
2706567;Shrimp toast;222;8,46;15,4;12;0,8
2706568;Imitation crab meat;95;7,62;0,46;15;0,5
2706569;Seafood souffle;153;9,94;9,98;5,56;0,1
2706570;Tuna noodle casserole with cream or white sauce;168;10,1;7,3;15,4;0,7
2706571;Tuna noodle casserole with mushroom sauce;139;9,02;5,18;13,9;0,8
2706572;Tuna and rice with mushroom sauce;128;4,57;5,17;15,4;0,4
2706573;Fish and rice with tomato-based sauce;135;5,41;5,12;16,5;0,7
2706574;Fish and rice with cream sauce;133;5,54;4,98;15,8;0,2
2706575;Fish and rice with mushroom sauce;135;5,34;5,16;16,1;0,4
2706576;Fish and noodles with mushroom sauce;131;6,3;5,11;14,8;0,8
2706577;Shellfish and noodles with tomato-based sauce;135;6,58;5,04;15,7;1,1
2706578;Stewed salmon, Puerto Rican style;146;12;7,02;8,47;1,3
2706579;Meat loaf, NS as to type of meat;202;17,5;11;7,2;0,4
2706580;Meatballs, with breading, NS as to type of meat, with gravy;143;12,2;7,51;6,28;0,4
2706581;Meat loaf made with beef and pork;196;17,3;10,5;7,18;0,4
2706582;Meat loaf made with beef, veal and pork;196;17,3;10,5;7,18;0,4
2706583;Meat loaf made with beef and pork, with tomato-based sauce;157;13,6;8,18;6,75;0,7
2706584;Hash, NS as to type of meat;164;8,73;10,2;9,27;1,1
2706585;Vienna sausages stewed with potatoes, Puerto Rican style;219;5,08;16,4;13,1;1,7
2706586;Stewed, seasoned, ground beef and pork with potatoes, Mexican style;143;12,8;8,02;4,16;0,6
2706587;Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;126;6,93;5,15;13,5;1,8
2706588;Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce;131;6,97;5,1;15;1,7
2706589;Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;127;4,76;6;13,7;1,8
2706590;Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;127;4,84;5,38;15,4;1,7
2706591;Stew, beef, canned;100;5;5,96;6,54;1,1
2706592;Stew, beef;107;8,76;5,07;6,29;1,3
2706593;Stew, beef, with pasta;132;9,76;5,23;10,8;1,1
2706594;Shepherd's pie;123;7,64;6,3;8,72;1,5
2706595;Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;129;5,23;7,16;11,2;1,4
2706596;Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;126;5,3;6,34;12,4;1,3
2706597;Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce;127;5,28;7,06;11,1;1,4
2706598;Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce;128;5,33;6,69;12,2;1,3
2706599;Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;126;5,33;6,96;11,1;1,7
2706600;Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;126;5,39;6,56;12,3;1,6
2706601;Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce;127;8,14;5,43;11,8;1,4
2706602;Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;131;8,17;5,43;13;1,3
2706603;Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce;149;11,8;8,82;5,96;1,1
2706604;Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce;148;11,8;8,81;5,8;1
2706605;Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;148;8,71;5,19;16,7;1,5
2706606;Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;151;8,78;4,91;18,3;1,4
2706607;Beef chow mein or chop suey with noodles;129;10,8;4,89;11,2;1,5
2706608;Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce;139;10,3;7,58;7,6;1,2
2706609;Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce;139;10,4;7,64;7,44;1
2706610;Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;126;6,74;5,06;13,7;1,5
2706611;Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;130;6,77;5,07;14,9;1,4
2706612;Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce;125;6,6;5,06;13,6;1,2
2706613;Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce;129;6,63;5,03;14,6;1,1
2706614;Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;127;6,65;5,04;13,8;1,1
2706615;Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;131;6,68;5,05;14,9;1
2706616;Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;149;7,54;4,86;18,4;1
2706617;Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;149;7,62;4,29;20;0,9
2706618;Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;131;5,85;5,4;14,9;1,1
2706619;Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce;132;5,91;4,99;16,1;1
2706620;Stuffed cabbage rolls with beef and rice;114;8,3;5,06;8,83;1,3
2706621;Stuffed grape leaves with beef and rice;228;8,15;17;11,3;3,1
2706622;Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce;130;5,78;5,23;14,7;0,9
2706623;Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce;133;5,81;5,23;15,7;0,8
2706624;Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce;147;8,58;5,51;15,5;0,8
2706625;Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;143;8,18;5,24;15,8;0,7
2706626;Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;131;5,77;5,18;15;0,8
2706627;Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;135;5,8;5,18;16,1;0,7
2706628;Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce;143;10,6;7,7;7,9;1,1
2706629;Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce;145;10,9;7,96;7,75;0,9
2706630;Pot pie, beef;271;8,92;15,4;24;2
2706631;Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;127;6,15;6,36;11,7;0,9
2706632;Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;130;6,19;6,16;12,8;0,8
2706633;Stuffed green pepper, Puerto Rican style;152;8,89;5,84;15,6;1,7
2706634;Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;151;8,42;4,91;18,3;1,4
2706635;Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;148;8,35;5,19;16,7;1,5
2706636;Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;155;9,18;6,42;15,3;1,1
2706637;Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;128;6,55;5,43;13,4;1,8
2706638;Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;125;6,48;5,02;13,8;1,5
2706639;Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;131;5,26;5,69;15,3;1,4
2706640;Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;127;5,22;5,69;14,2;1,5
2706641;Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;128;5,03;7,06;11,2;1,7
2706642;Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;127;5,12;6,64;12,3;1,6
2706643;Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;128;3,73;7,53;11,6;1,4
2706644;Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;128;3,78;7,12;12,8;1,3
2706645;Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;126;4,98;6,84;11,2;1,4
2706646;Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;126;5,03;6,43;12,4;1,3
2706647;Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;133;6,59;5,44;14,9;1,7
2706648;Pork chow mein or chop suey with noodles;143;10,4;6,38;11,2;1,5
2706649;Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce;144;9,96;7,89;7,9;1,1
2706650;Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce;147;10,2;8,15;7,75;0,9
2706651;Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;129;5,61;5,07;15;1,1
2706652;Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;133;5,64;5,07;16,1;1
2706653;Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;126;5,56;5,06;15;1,7
2706654;Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;128;5,47;5,9;13,4;1,8
2706655;Sweet and sour pork with rice;187;9,81;8,83;16,5;0,6
2706656;Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;136;5,05;5,51;16,3;0,7
2706657;Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;130;5,13;5,31;15,2;1,1
2706658;Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy;133;5,02;5,5;15,2;0,8
2706659;Stuffed grape leaves with lamb and rice;271;8,17;21,5;11,9;3,3
2706660;Stew, lamb;117;8,19;6,39;6,29;1,3
2706661;Stewed rabbit, Puerto Rican style,;214;17,1;12,7;6,83;1
2706662;Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;127;5,95;6,5;11,2;1,4
2706663;Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;127;6,01;6,1;12,3;1,3
2706664;Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;130;7,43;5,11;13,6;1,5
2706665;Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;134;7,47;5,11;14,8;1,4
2706666;Chicken or turkey, potatoes, corn, and cheese, with gravy;123;4,51;6,11;13,3;1,1
2706667;Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;129;6,16;5,97;13,3;1,8
2706668;Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;132;6,21;5,7;14,8;1,7
2706669;Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;123;4,72;6,82;11,2;1,4
2706670;Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;127;4,75;6,82;12,3;1,3
2706671;Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce;126;4,79;7,12;11,1;1,4
2706672;Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce;126;4,84;6,75;12,1;1,3
2706673;Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce;129;7,54;5,93;11,7;1,4
2706674;Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;133;7,57;5,93;12,9;1,3
2706675;Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;124;4,81;7,02;11,1;1,7
2706676;Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;128;4,84;7,03;12,2;1,6
2706677;Stew, chicken, with pasta;108;10,2;2,49;10,8;1,1
2706678;Stew, chicken;84;9,24;2,34;6,29;1,3
2706679;Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;147;7,95;5,46;16,6;1,5
2706680;Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;151;8;5,41;18,1;1,4
2706681;Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;129;6,08;5,62;13,7;1,1
2706682;Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;130;6,13;5,2;14,9;1
2706683;Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce;128;6,06;5,64;13,5;1,2
2706684;Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce;132;6,09;5,64;14,5;1,1
2706685;Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;130;6,16;5,84;13,6;1,5
2706686;Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;134;6,19;5,84;14,7;1,4
2706687;Chicken or turkey chow mein or chop suey with noodles;131;9,91;5,43;11,2;1,5
2706688;Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce;145;8,9;5,97;14,2;1,1
2706689;Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;149;8,93;5,97;15,3;1,1
2706690;Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;150;6,78;5,47;18,2;1
2706691;Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce;151;6,85;4,96;19,8;0,9
2706692;Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;132;5,21;5,66;14,9;0,8
2706693;Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;135;5,25;5,46;16;0,7
2706694;Chicken or turkey, rice, corn, and cheese, with gravy;149;5,62;7,85;14,4;0,7
2706695;Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce;131;9,36;6,92;7,95;1,1
2706696;Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce;133;9,64;7,15;7,79;0,9
2706697;Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce;131;5,26;5,68;14,6;0,8
2706698;Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce;131;5,31;5,29;15,7;0,8
2706699;Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce;142;8,05;5,15;15,5;0,8
2706700;Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;146;8,09;5,16;16,7;0,7
2706701;Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce;130;5,32;5,47;14,8;1,1
2706702;Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce;133;5,35;5,48;15,9;1
2706703;Pot pie, chicken;255;9,24;13,5;24;2
2706704;Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce;159;7,12;8,74;13,3;1,3
2706705;Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce;165;7,17;8,75;14,8;1,2
2706706;Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy;131;5,46;7,18;11,3;1
2706707;Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy;128;5,22;6,82;11,8;0,8
2706708;Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy;127;5,59;6,64;11,6;0,9
2706709;Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy;128;5,65;6,22;12,8;0,8
2706710;Chicken fricassee, Puerto Rican style;172;12,1;10,6;7,17;1,2
2706711;Paella with seafood;143;8,03;4,76;16,4;0,7
2706712;Shrimp chow mein or chop suey with noodles;117;9,05;4,03;11,4;1,5
2706713;Shrimp creole, with rice;123;10,1;3,64;11,9;0,8
2706714;Tuna noodle casserole with vegetables, cream or white sauce;149;8,99;6,22;14,2;0,9
2706715;Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce;137;8,35;5,22;14,2;1,1
2706716;Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce;141;8,39;5,22;15,3;1,1
2706717;Soup, bouillabaisse;67;8,25;3,05;1,59;0,3
2706718;Tuna noodle casserole with vegetables and mushroom sauce;124;8,11;4,46;13;1
2706719;Codfish with starchy vegetables, Puerto Rican style;135;3,53;5,43;18,5;2,7
2706720;Biscayne codfish, Puerto Rican style;190;9,2;12,2;11,1;1,9
2706721;Stew, NFS;99;8,93;4,11;6,29;1,3
2706722;Chow mein or chop suey, NS as to type of meat, with noodles;131;9,91;5,43;11,2;1,5
2706723;Paella, NFS;169;9,53;7,17;15,8;0,6
2706724;Chow mein or chop suey, various types of meat, with noodles;134;10,4;5,57;11,2;1,5
2706725;Stewed tripe, with potatoes, Puerto Rican style;109;8,56;4,05;9,49;1,6
2706726;Gumbo with rice;89;8,16;3,43;6,55;0,9
2706727;Jambalaya with meat and rice;161;13,8;7,97;8,65;0,7
2706728;Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce;116;11,4;6,73;3;1,4
2706729;Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce;121;10;7,09;5,16;1,1
2706730;Beef shish kabob with vegetables, excluding potatoes;122;14,8;4,88;5,06;0,8
2706731;Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce;110;8,24;6,99;4,48;1,7
2706732;Swiss steak;115;15,5;4,42;3,67;0,9
2706733;Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce;195;20,6;9,08;6,61;0,7
2706734;Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce;115;7,67;7,18;5,96;1,4
2706735;Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce;115;7,8;7,16;5,24;1,1
2706736;Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce;121;7,85;7,16;6,97;1
2706737;Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce;144;11,7;8,81;4,65;1,2
2706738;Beef and broccoli;160;10,4;10,6;5,09;1,3
2706739;Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce;115;7,3;7,68;4,75;1,2
2706740;Szechuan beef;105;7,08;5,3;7,29;1,5
2706741;Hunan beef;105;7,08;5,3;7,29;1,5
2706742;Beef chow mein or chop suey, no noodles;82;10,8;2,61;3,85;0,8
2706743;Kung Pao beef;216;17,9;14,4;4,55;1
2706744;Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce;147;12,1;9,15;4,34;1
2706745;Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce;117;7,52;7,96;4,45;1
2706746;Beef and vegetables, Hawaiian style;93;4,79;2,24;14,2;1,8
2706747;Pepper steak;145;11,9;9,12;4,34;0,7
2706748;Beef, ground, with egg and onion;228;21,9;14,5;1,05;0,1
2706749;Beef salad;261;17,8;19,3;2,9;0,4
2706750;Beef taco filling: beef, cheese, tomato, taco sauce;181;13;11,3;6,37;0,9
2706751;Stir fried beef and vegetables in soy sauce;102;10,7;4,81;4,44;1
2706752;Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy;115;8,06;7,34;4,5;1
2706753;Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy;122;8,11;7,34;6,47;0,9
2706754;Beef steak with onions, Puerto Rican style;321;20,9;24,1;3,89;0,7
2706755;Cabbage with ham hocks;75;7,75;2,58;4,9;1,7
2706756;Ham or pork salad;230;13,3;18,1;2,83;0,4
2706757;Frankfurters or hot dogs and sauerkraut;198;7,56;17,3;3,42;1,1
2706758;Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce;123;11,2;7,27;3,14;1,5
2706759;Greens with ham or pork;47;4,91;1,41;4,68;3,6
2706760;Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce;116;7;7,77;4,75;1,2
2706761;Pork and vegetables, Hawaiian style;89;7,43;3,64;6,97;1,9
2706762;Pork and watercress with soy-based sauce;190;14,9;12,7;3,35;0,5
2706763;Kung Pao pork;219;16,9;14,8;4,55;1
2706764;Moo Shu pork, without Chinese pancake;153;10,4;10,7;4,01;0,9
2706765;Pork and onions with soy-based sauce;149;11,1;9,14;5,43;0,8
2706766;Pork hash;186;12,9;13,7;1,96;0,5
2706767;Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce;115;7,45;8,28;2,59;1,2
2706768;Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce;120;7,56;7,83;5,12;1,1
2706769;Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce;124;10,1;7,03;5,52;1,2
2706770;Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce;118;7,21;8,05;4,45;1
2706771;Pork chow mein or chop suey, no noodles;98;10,3;4,3;3,85;0,8
2706772;Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce;111;7,76;7,13;4,48;1,7
2706773;Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce;118;7,81;7,14;6,44;1,5
2706774;Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce;113;5,56;8,34;4,94;1,7
2706775;Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce;120;5,62;8,34;6,94;1,6
2706776;Sausage and peppers, no sauce;247;14;19,9;3,26;0,3
2706777;Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce;145;11;9,03;4,65;1,2
2706778;Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce;149;11,4;9,37;4,34;1
2706779;Pork shish kabob with vegetables, excluding potatoes;124;13,9;5,17;5,06;0,8
2706780;Lamb shish kabob with vegetables, excluding potatoes;162;12;10,3;5,06;0,8
