code;name;calories;protein;fat;carbo;fiber
2705383;Milk, human;-;-;-;-;-
2705384;Milk, NFS;52;3,33;2,14;4,83;-
2705385;Milk, whole;61;3,27;3,2;4,63;-
2705386;Milk, reduced fat (2%);50;3,36;1,9;4,9;-
2705387;Milk, low fat (1%);43;3,38;0,95;5,18;-
2705388;Milk, fat free (skim);34;3,43;0,08;4,92;-
2705389;Milk, lactose free, low fat (1%);43;3,38;0,95;5,18;-
2705390;Milk, lactose free, fat free (skim);34;3,43;0,08;4,92;-
2705391;Milk, lactose free, reduced fat (2%);50;3,36;1,9;4,9;-
2705392;Milk, lactose free, whole;61;3,27;3,2;4,63;-
2705393;Buttermilk;43;3,46;1,08;4,81;-
2705394;Kefir;52;3,59;0,96;7,48;-
2705395;Goat milk;69;3,56;4,14;4,45;-
2705396;Milk, dry, reconstituted, nonfat;32;3,2;0,07;4,6;-
2705397;Milk, dry, reconstituted, whole;76;4,01;4,08;5,86;-
2705398;Milk, evaporated, NS as to fat content;134;6,81;7,56;10;-
2705399;Milk, evaporated, whole;134;6,81;7,56;10;-
2705400;Milk, evaporated, reduced fat (2%);92;7,42;1,96;11,2;-
2705401;Milk, evaporated, fat free (skim);78;7,55;0,2;11,4;-
2705402;Milk, condensed, sweetened;321;7,91;8,7;54,4;-
2705403;Non-dairy milk, NFS;31;1,14;1,6;3,04;0,1
2705404;Soy milk, sweetened;53;3,41;2,05;5,22;-
2705405;Soy milk, unsweetened;38;3,55;2,12;1,29;-
2705406;Soy milk, chocolate;64;3,35;2,03;8,32;0,1
2705407;Almond milk, sweetened;30;0,53;1,18;4,31;-
2705408;Almond milk, chocolate;43;0,57;1,2;7,44;0,1
2705409;Almond milk, unsweetened;15;0,55;1,22;0,34;-
2705410;Almond milk, NFS;20;0,54;1,21;1,53;-
2705411;Rice milk;47;0,28;0,97;9,17;0,3
2705412;Oat milk;45;0,66;2,33;5,37;0,5
2705413;Coconut milk;31;0,21;2,08;2,92;-
2705414;Yogurt, NFS;94;6,67;2,87;10,2;0,1
2705415;Yogurt, Greek, NS as to type of milk or flavor;91;9,11;1,33;10,8;0,1
2705416;Yogurt, NS as to type of milk or flavor;93;4,57;1,34;15,7;0,2
2705417;Yogurt, NS as to type of milk, plain;63;5,25;1,55;7,04;-
2705418;Yogurt, whole milk, plain;78;3,82;4,48;5,57;-
2705419;Yogurt, low fat milk, plain;63;5,25;1,55;7,04;-
2705420;Yogurt, nonfat milk, plain;50;4,23;0,09;8,08;-
2705421;Yogurt, Greek, NS as to type of milk, plain;67;10,2;1,36;3,6;-
2705422;Yogurt, Greek, whole milk, plain;94;8,78;4,39;4,75;-
2705423;Yogurt, Greek, low fat milk, plain;67;10,2;1,36;3,6;-
2705424;Yogurt, Greek, nonfat milk, plain;59;10,3;0,37;3,64;-
2705425;Yogurt, NS as to type of milk, fruit;93;4,57;1,34;15,7;0,2
2705426;Yogurt, whole milk, fruit;106;3,34;3,86;14,4;0,2
2705427;Yogurt, low fat milk, fruit;93;4,57;1,34;15,7;0,2
2705428;Yogurt, nonfat milk, fruit;46;3,64;0,08;7,64;-
2705429;Yogurt, Greek, NS as to type of milk, fruit;91;9,11;1,33;10,8;0,1
2705430;Yogurt, Greek, whole milk, fruit;114;7,85;3,91;11,8;0,1
2705431;Yogurt, Greek, low fat milk, fruit;91;9,11;1,33;10,8;0,1
2705432;Yogurt, Greek, nonfat milk, fruit;83;9,21;0,34;10,8;0,1
2705433;Yogurt, NS as to type of milk, flavors other than fruit;82;4,51;1,36;13;-
2705434;Yogurt, whole milk, flavors other than fruit;95;3,28;3,88;11,8;-
2705435;Yogurt, low fat milk, flavors other than fruit;82;4,51;1,36;13;-
2705436;Yogurt, nonfat milk, flavors other than fruit;47;3,64;0,08;7,94;-
2705437;Yogurt, Greek, NS as to type of milk, flavors other than fruit;81;9,07;1,34;8,18;-
2705438;Yogurt, Greek, whole milk, flavors other than fruit;104;7,81;3,92;9,21;-
2705439;Yogurt, Greek, low fat milk, flavors other than fruit;81;9,07;1,34;8,18;-
2705440;Yogurt, Greek, nonfat milk, flavors other than fruit;73;9,17;0,34;8,22;-
2705441;Yogurt, Greek, with oats;149;9,22;3,67;20;1,5
2705442;Yogurt, liquid;74;3,65;1,07;12,6;0,1
2705443;Yogurt tube;81;4,34;1,03;13,7;0,1
2705444;Chipotle dip, yogurt based;189;7,93;16;3,33;-
2705445;Onion dip, yogurt based;160;6,82;12,9;4,06;0,2
2705446;Ranch dip, yogurt based;195;8,48;16,1;4,13;0,3
2705447;Spinach dip, yogurt based;159;7,02;13;3,59;0,3
2705448;Tzatziki dip;91;5,22;6;4,1;0,2
2705449;Vegetable dip, yogurt based;191;8,16;16;3,76;0,3
2705450;Yogurt parfait, with fruit;104;5,25;2,18;16,1;1,3
2705451;Frozen yogurt, NFS;127;3;3,6;21,6;-
2705452;Frozen yogurt, vanilla;127;3;3,6;21,6;-
2705453;Frozen yogurt, chocolate;131;3;3,6;21,6;2,3
2705454;Frozen yogurt, soft serve, vanilla;159;4;5,6;24,2;-
2705455;Frozen yogurt, soft serve, chocolate;160;4,31;5,76;24,9;0,7
2705456;Frozen yogurt sandwich;204;3,9;6,25;34,4;0,8
2705457;Frozen yogurt bar, vanilla;127;3;3,6;21,6;-
2705458;Frozen yogurt bar, chocolate;131;3;3,6;21,6;2,3
2705459;Frozen yogurt cone, chocolate;142;3,2;3,73;23,9;2,3
2705460;Frozen yogurt cone, vanilla;139;3,2;3,73;23,9;0,1
2705461;Frozen yogurt cone, vanilla, waffle cone;143;3,29;3,61;25,3;0,1
2705462;Frozen yogurt cone, chocolate, waffle cone;147;3,29;3,61;25,3;2,3
2705463;Baby Toddler food, NFS;75;4,9;2,15;9,08;1,1
2705464;Baby Toddler yogurt, plain;78;3,82;4,48;5,57;-
2705465;Baby Toddler yogurt, with fruit;98;3,48;4,04;11,9;0,1
2705466;Chocolate milk, NFS;65;3,44;0,83;11;0,1
2705467;Chocolate milk, whole;83;3,17;3,39;10,3;0,8
2705468;Chocolate milk, reduced fat (2%);76;2,99;1,9;12,1;0,7
2705469;Chocolate milk, fat free (skim);67;3,39;-;13,5;-
2705470;Chocolate milk, low fat (1%);64;3,46;1,11;10,2;0,1
2705471;Chocolate milk, reduced sugar, NFS;65;3,09;1,99;8,56;-
2705472;Hot chocolate / cocoa, NFS;72;1,82;1,04;13,9;0,2
2705473;Hot chocolate / cocoa, made with whole or reduced fat (2%) milk;91;2,73;1,54;16,5;-
2705474;Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk;78;2,79;0,06;16,6;-
2705475;Hot chocolate / cocoa, made with non-dairy milk;76;0,93;1,3;15;0,1
2705476;Hot chocolate / cocoa, with whipped cream;101;2,7;2,8;16,2;-
2705477;Chocolate milk, Nesquik, NS as to type of milk;74;3,41;2,15;10,1;0,3
2705478;Chocolate milk, Nesquik, made with non-dairy milk;54;1,35;1,64;8,41;0,4
2705479;Chocolate milk, reduced sugar, whole;73;3,04;2,92;8,38;-
2705480;Chocolate milk, reduced sugar, reduced fat (2%);63;3,11;1,78;8,62;-
2705481;Chocolate milk, reduced sugar, low fat (1%);57;3,13;0,95;8,87;-
2705482;Chocolate milk, reduced sugar, fat free (skim);49;3,18;0,19;8,64;-
2705483;Hot chocolate / cocoa, dry mix, made with water;54;0,9;0,54;11,3;0,5
2705484;Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk;97;3,81;2,18;15,5;0,5
2705485;Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk;83;3,87;0,61;15,5;0,5
2705486;Hot chocolate / cocoa, dry mix , made with non-dairy milk;81;1,88;1,92;13,9;0,6
2705487;Hot chocolate / cocoa, dry mix, made with water, with whipped cream;65;0,94;1,83;11,2;0,5
2705488;Hot chocolate / cocoa, dry mix, reduced sugar, made with water;31;1,26;0,24;5,87;0,6
2705489;Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk;77;4,35;1,99;10,4;0,6
2705490;Hot chocolate / cocoa, reduced sugar, made with non-dairy milk;54;1,19;1,48;8,92;0,1
2705491;Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk;69;2,99;1,73;10,4;-
2705492;Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk;62;4,41;0,32;10,4;0,6
2705493;Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk;56;3,05;0,25;10,4;-
2705494;Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk;59;2,31;1,72;8,66;0,7
2705495;Strawberry milk, NFS;65;3,2;2,06;8,54;-
2705496;Strawberry milk, whole;86;3,03;2,97;11,8;-
2705497;Strawberry milk, reduced fat (2%);71;3,16;1,8;10,7;-
2705498;Strawberry milk, low fat (1%);69;3,13;0,89;12,3;-
2705499;Strawberry milk, fat free  (skim);61;3,18;0,09;12,1;-
2705500;Strawberry milk, reduced sugar;59;3,27;2,1;6,72;-
2705501;Milk, malted;66;3,19;2,05;8,64;-
2705502;Eggnog;88;4,55;4,19;8,05;-
2705503;Milk shake, home recipe, chocolate;120;3,47;6,14;13,5;0,5
2705504;Milk shake, home recipe, flavors other than chocolate;113;3,35;5,98;11,4;0,2
2705505;Milk shake, home recipe, chocolate, light;97;3,99;3,31;12,9;0,3
2705506;Milk shake, home recipe, flavors other than chocolate, light;92;3,88;2,33;13,8;0,1
2705507;Milk shake with malt;125;3,76;6,11;13,6;0,2
2705508;Milk shake, fast food, chocolate;150;3,7;6,66;20,4;1,6
2705509;Milk shake, fast food, flavors other than chocolate;148;3,37;6,52;19,6;0,9
2705510;Milk shake, bottled, chocolate;150;3,7;6,66;20,4;1,6
2705511;Milk shake, bottled, flavors other than chocolate;148;3,37;6,52;19,6;0,9
2705512;Licuado or Batido;75;2,33;1,45;13,2;0,6
2705513;Fruit smoothie, NFS;66;2,32;1,1;12;1,1
2705514;Fruit smoothie, with whole fruit and dairy;66;2,32;1,1;12;1,1
2705515;Fruit smoothie, with whole fruit and dairy, added protein;79;7,35;1,24;10;1,1
2705516;Fruit smoothie juice drink, with dairy;65;0,86;0,14;15;0,9
2705517;Chocolate milk drink;49;0,64;0,4;10,7;0,6
2705518;Infant formula, NFS;66;1,38;3,56;7,12;-
2705519;Infant formula, Similac, NFS;65;1,37;3,6;6,9;-
2705520;Infant formula, Similac Alimentum, ready-to-feed;67;1,8;3,63;6,77;-
2705521;Infant formula, Similac Alimentum, powder, made with water;67;1,8;3,63;6,77;-
2705522;Infant formula, Similac Advance, ready-to-feed;66;1,37;3,62;6,87;-
2705523;Infant formula, Similac Advance, powder, made with tap water;66;1,37;3,62;6,87;-
2705524;Infant formula, Similac Advance, powder, made with bottled water;66;1,37;3,62;6,87;-
2705525;Infant formula, Similac Advance, powder, made with baby water;66;1,37;3,62;6,87;-
2705526;Infant formula, Similac Sensitive, ready-to-feed;65;1,4;3,53;6,99;-
2705527;Infant formula, Similac Sensitive, powder, made with tap water;65;1,4;3,53;6,99;-
2705528;Infant formula, Similac Sensitive, powder, made with bottled water;65;1,4;3,53;6,99;-
2705529;Infant formula, Similac Sensitive, powder, made with baby water;65;1,4;3,53;6,99;-
2705530;Infant formula, Similac for Spit-Up, ready-to-feed;65;1,38;3,48;6,9;-
2705531;Infant formula, Similac for Spit-Up, powder, made with water;65;1,38;3,48;6,9;-
2705532;Toddler formula, Similac Go and Grow;58;1,73;3,11;5,87;-
2705533;Infant formula, Enfamil, NFS;66;1,43;3,49;7,36;-
2705534;Infant formula, Enfamil Infant, ready-to-feed;66;1,4;3,49;7,38;-
2705535;Infant formula, Enfamil Infant, powder, made with tap water;66;1,4;3,49;7,38;-
2705536;Infant formula, Enfamil Infant, powder, made with bottled water;66;1,4;3,49;7,38;-
2705537;Infant formula, Enfamil Infant, powder, made with baby water;66;1,4;3,49;7,38;-
2705538;Infant formula, Enfamil AR, ready-to-feed;65;1,6;3,24;7,43;-
2705539;Infant formula, Enfamil AR, powder, made with water;65;1,6;3,24;7,43;-
2705540;Infant formula, Enfamil Gentlease, ready-to-feed;67;1,51;3,49;7,31;-
2705541;Infant formula, Enfamil Gentlease, powder, made with tap water;67;1,51;3,49;7,31;-
2705542;Infant formula, Enfamil Gentlease, powder, made with bottled water;67;1,51;3,49;7,31;-
2705543;Infant formula, Enfamil Gentlease, powder, made with baby water;67;1,51;3,49;7,31;-
2705544;Toddler formula, Enfamil Enfagrow;67;1,7;3,52;7;-
2705545;Toddler formula, PediaSure;99;2,86;4,77;11,2;-
2705546;Toddler formula, Nido Kinder;62;1,72;3,32;6,43;-
2705547;Toddler formula, store brand, beginning or next stage;62;1,72;3,32;6,43;-
2705548;Toddler formula, store brand, pediatric shake;99;2,86;4,77;11,2;-
2705549;Infant formula, Gerber, NFS;65;1,49;3,33;7,26;-
2705550;Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed;66;1,45;3,34;7,3;-
2705551;Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water;66;1,45;3,34;7,3;-
2705552;Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water;66;1,45;3,34;7,3;-
2705553;Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water;66;1,45;3,34;7,3;-
2705554;Infant formula, Gerber Good Start Gentle, Stage 2;66;1,45;3,34;7,3;-
2705555;Toddler formula, Gerber Good Start, Stage 3;62;1,72;3,32;6,43;-
2705556;Infant formula, premature, powder, made with water;71;1,96;3,78;7,34;-
2705557;Infant formula, premature, ready-to-feed;71;1,96;3,78;7,34;-
2705558;Infant formula, organic, powder, made with water;66;1,38;3,56;7,12;-
2705559;Infant formula, organic, ready-to-feed;66;1,38;3,56;7,12;-
2705560;Infant formula, store brand, advantage or tender, powder, made with tap water;66;1,38;3,56;7,12;-
2705561;Infant formula, store brand, advantage or tender, powder, made with bottled water;66;1,38;3,56;7,12;-
2705562;Infant formula, store brand, advantage or tender, powder, made with baby water;66;1,38;3,56;7,12;-
2705563;Infant formula, store brand, gentle or sensitivity;66;1,46;3,51;7,15;-
2705564;Infant formula, store brand, added rice;65;1,49;3,36;7,17;-
2705565;Infant formula, Enfamil ProSobee, ready-to-feed;66;1,64;3,49;7,07;-
2705566;Infant formula, Enfamil ProSobee, powder, made with tap water;66;1,64;3,49;7,07;-
2705567;Infant formula, Enfamil ProSobee, powder, made with bottled water;66;1,64;3,49;7,07;-
2705568;Infant formula, Enfamil ProSobee, powder, made with baby water;66;1,64;3,49;7,07;-
2705569;Infant formula, Similac Isomil Soy, ready-to-feed;65;1,58;3,53;6,73;-
2705570;Infant formula, Similac Isomil Soy, powder, made with tap water;65;1,58;3,53;6,73;-
2705571;Infant formula, Similac Isomil Soy, powder, made with bottled water;65;1,58;3,53;6,73;-
2705572;Infant formula, Similac Isomil Soy, powder, made with baby water;65;1,58;3,53;6,73;-
2705573;Infant formula, Similac for Diarrhea;66;1,76;3,6;6,67;0,7
2705574;Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed;64;1,6;3,28;7,12;-
2705575;Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water;64;1,6;3,28;7,12;-
2705576;Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water;64;1,6;3,28;7,12;-
2705577;Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water;64;1,6;3,28;7,12;-
2705578;Infant formula, store brand, soy;66;1,61;3,51;6,9;-
2705579;Infant formula, Enfamil Nutramigen, ready-to-feed;67;1,82;3,49;6,94;-
2705580;Infant formula, Enfamil Nutramigen, powder, made with water;67;1,82;3,49;6,94;-
2705581;Infant formula, Enfamil Pregestimil, ready-to-feed;67;1,81;3,62;6,76;-
2705582;Infant formula, Enfamil Pregestimil, powder, made with water;67;1,81;3,62;6,76;-
2705583;Infant formula, amino acids;66;1,8;3,36;7,21;-
2705584;Infant formula, low iron;66;1,43;3,6;6,9;-
2705585;Milk, dry, not reconstituted;362;36,2;0,77;52;-
2705586;Whey, sweet, dry;353;12,9;1,07;74,5;-
2705587;Cocoa powder, not reconstituted;228;19,6;13,7;57,9;37
2705588;Chocolate beverage powder, dry mix, not reconstituted;400;4,55;2,27;90,3;4,5
2705589;Chocolate beverage powder, light, dry mix, not reconstituted;350;9,09;4,5;68,3;9,1
2705590;Milk, malted, dry mix, not reconstituted;372;-;-;93;-
2705591;Strawberry beverage powder, dry mix, not reconstituted;389;0,1;0,2;99,1;-
2705592;Cream, NS as to light, heavy, or half and half;131;3,13;11,5;4,3;-
2705593;Cream, light;195;2,96;19,1;3,66;-
2705594;Cream, half and half;131;3,13;11,5;4,3;-
2705595;Cream, half and half, flavored;130;3,07;11,3;4,5;-
2705596;Cream, half and half, fat free;59;2,6;1,4;9;-
2705597;Cream, heavy;343;2,02;35,6;3,8;-
2705598;Cream, whipped;346;1,9;33,4;9,49;-
2705599;Coffee creamer, NFS;136;1;9,97;11,4;-
2705600;Coffee creamer, liquid;136;1;9,97;11,4;-
2705601;Coffee creamer, liquid, flavored;251;0,69;13,5;35,1;1,1
2705602;Coffee creamer, liquid, fat free;71;0,8;3,5;9,1;-
2705603;Coffee creamer, liquid, fat free, flavored;154;0,6;2,7;31,7;-
2705604;Coffee creamer, liquid, fat free, sugar free, flavored;71;0,8;3,5;9,1;-
2705605;Coffee creamer, liquid, sugar free, flavored;71;0,8;3,5;9,1;-
2705606;Coffee creamer, powder;529;2,48;32,9;59,3;-
2705607;Coffee creamer, powder, flavored;482;0,68;21,5;75,4;1,2
2705608;Coffee creamer, powder, fat free;431;1,9;15,7;73,4;-
2705609;Coffee creamer,powder, sugar free, flavored;529;2,48;32,9;59,3;-
2705610;Coffee creamer, soy, liquid;136;1;9,97;11,4;-
2705611;Whipped topping;318;1,25;25,3;23;-
2705612;Whipped topping, fat free;224;3;13,1;23,6;-
2705613;Whipped topping, sugar free;224;3;13,1;23,6;-
2705614;Sour cream, regular;196;3,07;18;5,56;-
2705615;Sour cream, light;136;3,5;10,6;7,1;-
2705616;Sour cream, fat free;74;3,1;-;15,6;-
2705617;Sour cream, imitation;208;2,4;19,5;6,63;-
2705618;Dip, NFS;432;2,55;45,2;3,94;0,3
2705619;Chipotle dip, regular;426;1,99;45,1;3,15;-
2705620;Chipotle dip, light;195;1,82;15,2;13,2;-
2705621;Onion dip, regular;346;2,15;35,8;3,92;0,2
2705622;Onion dip, light;166;2;12,4;11,9;0,1
2705623;Ranch dip, regular;432;2,55;45,2;3,94;0,3
2705624;Ranch dip, light;201;2,35;15,2;14;0,2
2705625;Spinach dip, regular;345;2,35;35,8;3,44;0,3
2705626;Spinach dip, light;165;2,2;12,4;11,4;0,3
2705627;Vegetable dip, regular;429;2,23;45,1;3,57;0,3
2705628;Vegetable dip, light;198;2,04;15,2;13,6;0,3
2705629;Ice cream, NFS;221;3,57;11,3;26,4;0,8
2705630;Ice cream, vanilla;207;3,5;11;23,6;0,7
2705631;Ice cream, vanilla, with additional ingredients;242;3,67;11,8;30,5;1
2705632;Ice cream, chocolate;216;3,8;11;28,2;1,2
2705633;Ice cream, chocolate, with additional ingredients;249;3,93;11,8;34,4;1,5
2705634;Ice cream, soft serve, vanilla;180;4,78;4,83;29,5;0,3
2705635;Ice cream, soft serve, chocolate;187;5;7,19;25,7;0,8
2705636;Gelato, vanilla;249;3,5;16,2;22,3;-
2705637;Gelato, chocolate;251;4,72;17;19,8;0,9
2705638;Ice cream bar, vanilla;358;2,11;25,3;37,1;1,1
2705639;Ice cream bar, vanilla, chocolate coated;331;4,1;24,1;24,5;0,8
2705640;Ice cream candy bar;323;4,4;20,2;30,9;0,6
2705641;Ice cream bar, chocolate;329;4,41;23,9;25,2;1,5
2705642;Ice cream sandwich, vanilla;264;4,28;11,8;35,9;1,4
2705643;Ice cream sandwich, chocolate;270;4,5;11,8;39,3;1,8
2705644;Ice cream cookie sandwich;317;4,61;14,1;43,4;1,7
2705645;Ice cream cone, scooped, vanilla;215;3,68;10,8;25,8;0,8
2705646;Ice cream cone, scooped, vanilla, waffle cone;218;3,76;10,6;27,2;0,8
2705647;Ice cream cone, NFS;229;3,75;11,1;28,5;0,9
2705648;Ice cream cone, scooped, chocolate;224;3,97;10,8;30,2;1,3
2705649;Ice cream cone, scooped, chocolate, waffle cone;227;4,04;10,6;31,5;1,2
2705650;Ice cream cone, soft serve, vanilla;189;4,91;4,91;31,4;0,4
2705651;Ice cream cone, soft serve, chocolate;196;5,12;7,18;27,8;0,9
2705652;Ice cream cone, soft serve, vanilla, waffle cone;193;4,96;4,77;32,7;0,4
2705653;Ice cream cone, soft serve, chocolate, waffle cone;200;5,17;6,99;29,1;0,9
2705654;Ice cream cone, vanilla, prepackaged;354;5,21;21,9;34,4;1
2705655;Ice cream cone, chocolate, prepackaged;353;5,35;21,8;34,6;1,4
2705656;Ice cream soda, flavors other than chocolate;85;0,92;2,9;14;0,2
2705657;Ice cream soda, chocolate;87;1;2,9;15,2;0,3
2705658;Ice cream sundae, NFS;243;3,7;11,2;31,9;1,1
2705659;Ice cream sundae, fruit topping;221;2,72;9,2;32,7;0,7
2705660;Banana split;199;2,42;6,88;32,6;1
2705661;Ice cream sundae, hot fudge topping;243;3,7;11,2;31,9;1,1
2705662;Ice cream sundae, caramel topping;213;2,95;9,18;30,6;0,5
2705663;Ice cream, fried;282;3,94;15,2;32,8;1,2
2705664;Light ice cream, NFS;174;4,38;6,14;25,4;0,2
2705665;Light ice cream, vanilla;174;4,38;6,14;25,4;0,2
2705666;Light ice cream, chocolate;180;4,27;6,46;26,2;0,8
2705667;Soft serve, blended with candy or cookies, from fast food;176;4;6,06;26,2;0,2
2705668;Light ice cream sandwich, vanilla;239;4,93;8,15;37,3;1
2705669;Light ice cream sandwich, chocolate;243;4,85;8,4;37,9;1,5
2705670;Light ice cream bar, vanilla;236;3,23;16,6;18,8;0,1
2705671;Light ice cream bar, vanilla, chocolate coated;236;3,39;16,6;19,2;0,5
2705672;Light ice cream bar, chocolate;240;3,31;16,9;19,7;1
2705673;Creamsicle;165;1,54;3,08;32,8;-
2705674;Fudgesicle;163;2,56;3,67;30;1
2705675;Light ice cream cone, vanilla, prepackaged;223;5,41;7,3;34,2;0,7
2705676;Light ice cream cone, chocolate, prepackaged;227;5,32;7,56;34,9;1,3
2705677;Sherbet, all flavors;144;1,1;2;30,4;1,3
2705678;Fudgesicle, light;124;3,67;1,87;23,1;1,5
2705679;Pudding, chocolate, NFS;142;2,09;4,6;23;-
2705680;Pudding, bread;156;5,6;4,86;23,5;1
2705681;Pudding, flavors other than chocolate, NFS;130;1,45;3,78;22,6;-
2705682;Custard;97;5,08;3,64;11;-
2705683;Flan;178;5,23;4,94;28,2;-
2705684;Creme brulee;113;4,06;2,83;17,8;-
2705685;Pudding, rice;108;3,23;2,15;18,4;0,3
2705686;Firni, Indian pudding;144;3,58;3,11;25,1;0,3
2705687;Pudding, tapioca, made from dry mix;130;1,95;3,88;21,7;-
2705688;Pudding, flavors other than chocolate, made from dry mix;106;2,78;1,89;19,4;-
2705689;Pudding, chocolate, made from dry mix;113;3,14;2,1;20,3;0,7
2705690;Pudding, flavors other than chocolate, made from dry mix, sugar free;70;3,18;2,07;9,53;-
2705691;Pudding, chocolate, made from dry mix, sugar free;76;3,48;2,16;10,5;0,5
2705692;Pudding, flavors other than chocolate, ready-to-eat;130;1,45;3,78;22,6;-
2705693;Pudding, flavors other than chocolate, ready-to-eat, sugar free;70;3,18;2,07;9,53;-
2705694;Pudding, chocolate, ready-to-eat;142;2,09;4,6;23;-
2705695;Pudding, chocolate, ready-to-eat, sugar free;76;3,48;2,16;10,5;0,5
2705696;Pudding, tapioca, ready-to-eat;130;1,95;3,88;21,7;-
2705697;Banana pudding;160;2,57;4,26;28;0,7
2705698;Mousse;212;4,2;15,1;16,2;0,6
2705699;Dulce de leche;315;6,84;7,35;55,4;-
2705700;Barfi or Burfi, Indian dessert;284;5,42;11,4;40,4;0,4
2705701;Trifle;169;3,52;7,15;23,2;0,4
2705702;Tiramisu;353;5,65;23,9;29,4;0,6
2705703;White sauce or gravy;144;3,84;10,2;9,21;0,2
2705704;Cheese, NFS;381;20,7;31,3;4,33;-
2705705;Cheese, Blue or Roquefort;353;21,4;28,7;2,34;-
2705706;Cheese, Brick;371;23,2;29,7;2,79;-
2705707;Cheese, Camembert;300;19,8;24,3;0,46;-
2705708;Cheese, Brie;334;20,8;27,7;0,45;-
2705709;Cheese, Cheddar;409;23,3;34;2,44;-
2705710;Cheese, Cheddar, reduced fat;316;27,4;20,4;2,67;-
2705711;Cheese, Cheddar, nonfat or fat free;157;32,1;-;7,14;-
2705712;Cheese, Colby;394;23,8;32,1;2,57;-
2705713;Cheese, Colby Jack;393;23,2;32,4;2,24;-
2705714;Cheese, Feta;273;19,7;19,1;5,58;-
2705715;Cheese, Fontina;389;25,6;31,1;1,55;-
2705716;Cheese, goat;364;21,6;29,8;0,12;-
2705717;Cheese, Gouda or Edam;356;24,9;27,4;2,22;-
2705718;Cheese, Gruyere;413;29,8;32,3;0,36;-
2705719;Cheese, Limburger;327;20;27,2;0,49;-
2705720;Cheese, Monterey;392;22,6;32,6;1,9;-
2705721;Cheese, Monterey, reduced fat;313;28,2;21,6;0,7;-
2705722;Cheese, Mozzarella, NFS;296;23,7;20,4;4,44;-
2705723;Cheese, Mozzarella, part skim;296;23,7;20,4;4,44;-
2705724;Cheese, Mozzarella, reduced sodium;280;27,5;17,1;3,1;-
2705725;Cheese, Mozzarella, nonfat or fat free;141;31,7;-;3,5;1,8
2705726;Cheese, Muenster;368;23,4;30;1,12;-
2705727;Cheese, Muenster, reduced fat;271;24,7;17,6;3,5;-
2705728;Cheese, Parmesan, dry grated;412;29,9;28,8;8,36;-
2705729;Cheese, Parmesan, dry grated, reduced fat;395;34,8;16,5;26,2;-
2705730;Cheese, Parmesan, hard;412;29,9;28,8;8,36;-
2705731;Cheese, Parmesan, dry grated, fat free;370;40;5;40;-
2705732;Cheese, Port du Salut;356;24,9;27,4;2,22;-
2705733;Cheese, Provolone;357;23,4;28,1;2,45;-
2705734;Cheese, provolone, reduced fat;274;24,7;17,6;3,5;-
2705735;Cheese, Swiss;393;27;31;1,44;-
2705736;Cheese, Swiss, reduced sodium;374;28,4;27,4;3,4;-
2705737;Cheese, Swiss, reduced fat;179;28,4;5,1;3,4;-
2705738;Cheese, Swiss, nonfat or fat free;127;28,4;-;3,4;-
2705739;Cheese, Cheddar, reduced sodium;398;24,4;32,6;1,91;-
2705740;Cheese, paneer;299;15,9;15,5;22,5;-
2705741;Cheese, Mexican blend;362;21,9;29,3;2,4;-
2705742;Cheese, Mexican blend, reduced fat;282;24,7;19,4;3,41;-
2705743;Queso Anejo, aged Mexican cheese;373;21,4;30;4,63;-
2705744;Queso Asadero;297;22,1;22,1;2,4;-
2705745;Queso Fresco;298;18,9;23,4;2,96;-
2705746;Queso cotija;351;23,8;27,2;2,72;-
2705747;Cheese, cottage, NFS;82;11;2,3;4,31;-
2705748;Cheese, cottage, creamed, large or small curd;103;11,6;4,22;4,6;-
2705749;Cottage cheese, farmer's;148;11;9,73;4,33;-
2705750;Cheese, Ricotta;148;9,6;9,46;6;-
2705751;Cheese, cottage, with fruit;74;9,41;1,96;4,94;0,2
2705752;Cheese, cottage, with vegetables;79;9,78;1,98;5,63;0,7
2705753;Cheese, cottage, dry curd;72;10,3;0,29;6,66;-
2705754;Cheese, cottage, salted, dry curd;71;10,2;0,29;6,59;-
2705755;Puerto Rican white cheese;298;18,9;23,4;2,96;-
2705756;Cheese, cottage, low fat;82;11;2,3;4,31;-
2705757;Cheese, cottage, lowfat, with fruit;85;7,3;1,57;10,3;0,3
